,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
U251,0.4260879083658739,0.0429949941637564,0.025454675847849096,0.2638896819460065,0.42523487467919174,0.7400463549526847,0.6530264484422694,0.5361213382230926,0.6362950395018903,0.505715744147845,1.0,0.14950601572499672,0.18350475691947077,0.47396044794990383,0.10790264255577975,0.2899208743644921,0.19972919930542204,0.4570315535874287,0.19278291530958605,0.2600280234999263,0.3599137605596262,0.19320159386907132,0.2736158551880746,0.18699501008425592,0.5181073032289787,0.23679198992595932,0.4536928393612739,0.05053444430132765,0.09249332877835778,0.638064824628234,0.16684827766144913,0.5578023568728503,0.2498022451786451,0.33989650606282995,0.5418628964652747,0.0483647436841788,0.5891588411132579,0.18610195023488801,0.45213711856376654,0.6184433317549783,0.132267014424595,0.30536107149613506,0.4633604930317515,0.2298614590914848,0.14887217516569048,0.07774425196068742,0.12300704207243097,0.4639976347415003,0.27145299818141017,0.05600986908033591,0.2843111654371732,0.524747117374735,0.5184251816217283,0.3297102025525389,0.4774148857096764,0.28334446629236837,0.3482605775616576,0.6620255299459161,0.025397590421099823,0.2936372980006832
COLO205,0.09394205182572596,0.3507703568409329,0.20283348460749276,0.3533037194773371,0.21083647544907252,0.14319015701023852,0.12429701070235226,0.10465613870937865,0.16809500295858096,0.18759449751528784,0.1495060157249967,1.0,0.5357804429039926,0.2669524887587243,0.4212070678202178,0.584280621551587,0.6031538651699029,0.36648040658633607,0.02019229181772329,0.05103970805998564,0.3146067756722101,0.017997883210296838,0.27517984321973693,0.010382224061657536,0.10940069765498363,0.5032712701217948,0.21534124706930868,0.39957875136368515,0.4986009261258405,0.33194974758492374,0.495352200502807,0.08345498520927343,0.46606661760623924,0.5737410622662696,0.25837130869642155,0.4014916560014639,0.12110771565725227,0.20683806556682538,0.26468542024732156,0.20651187276261987,0.49281291429819596,0.02872542279044965,0.27017975960676044,0.53441431052349,0.574631644287108,0.5105933346831978,0.44037775390406525,0.3127775447473687,0.3340179712999003,0.07641196655890317,0.4877271952196947,0.17749559943969487,0.11667169938566573,0.3515101380860351,0.08314868927438991,0.09215776603696395,0.3745408542695136,0.15142612875298037,0.38989308229897546,0.2284186133049568
HCC_2998,0.15218876848223628,0.26986317570164986,0.1382674544999807,0.4109849580892565,0.2513579904296824,0.20425847063353864,0.15869669069245249,0.15966813790620468,0.20690877614819128,0.2266911202862521,0.18350475691947074,0.5357804429039926,1.0,0.3471346206524079,0.3839688326683395,0.55757955768189,0.5480993072736079,0.37988224808764925,0.03213496769214219,0.0781798383518204,0.4400901831237272,0.02507114493879679,0.293162090573887,0.01644582838372608,0.16722524152751334,0.4250689963441071,0.34038513194356734,0.29739732243948025,0.41994920365097227,0.40002132156664494,0.4652872551249758,0.14153012239619595,0.5625785465867452,0.5977376499797094,0.28616827725444854,0.2787557942761952,0.18576344751515203,0.18055531666886984,0.26752423288080285,0.2958417715908325,0.4506725444199345,0.039136156883631874,0.30113383193617305,0.43063320829846574,0.5774537897795928,0.3890864392064091,0.4250148493571418,0.40154794945322336,0.41931365279458854,0.12137718607610917,0.4988514799097056,0.275639010552321,0.16014142621679453,0.40666448391472254,0.11905578322105673,0.12162374335119448,0.33180214535077984,0.20798659405638573,0.27449013823868346,0.3089901256247194
HCT_116,0.4776898426433448,0.06949994686756776,0.03250249496833059,0.26725774888359777,0.364629211630794,0.4620298628991484,0.4119093051261406,0.37185751826545493,0.3597548882216022,0.306697028347625,0.47396044794990383,0.2669524887587243,0.3471346206524079,1.0,0.22818810830221367,0.511942612264192,0.289036450139256,0.5854745877181514,0.14846493393276022,0.21373548845154142,0.5934822698662737,0.14468509939524282,0.3576069297645258,0.10052661028043275,0.5648746198241037,0.32433271592650753,0.5720071753494027,0.0863153346693703,0.13144683467694,0.6292403783483668,0.22409340848301262,0.41186306968158515,0.42570267455825866,0.519158365958774,0.5345413054953649,0.07362263410128622,0.47830042342251916,0.18058665663795173,0.36251066542607324,0.5397533194921181,0.20100875757568,0.2150915953908931,0.4545635865551598,0.3451151569649145,0.2366154000482412,0.12357064600200049,0.18846478340151068,0.6622819202040844,0.29366654329689473,0.0990010074352922,0.3792534261054514,0.5038933174034574,0.49734541290975487,0.33526349601548583,0.4298316758919923,0.3030832093216919,0.36360364500965575,0.4834382855769295,0.05749397818185433,0.4015590734954544
HCT_15,0.07410893986294502,0.3069904746920332,0.12413230087655579,0.261683722470255,0.15932465547912208,0.11714611321991233,0.09873089009648559,0.08421570282670632,0.11505192638603556,0.11968400989541411,0.10790264255577975,0.4212070678202178,0.3839688326683395,0.22818810830221367,1.0,0.4899593146639539,0.4603315594726543,0.27790280052196253,0.018727887359794734,0.05591691761456945,0.32314742440327915,0.012938512686254096,0.254937733507072,0.00981067994837213,0.10833323574885086,0.27830083907305286,0.21306431648488455,0.2612950168345856,0.3236353113186916,0.24739178323482605,0.38528433070945234,0.09037208009153379,0.5030318633093701,0.4894155034112873,0.17704390223264072,0.2950138108865131,0.09380109015941344,0.1254502682326818,0.14833120144998557,0.15505483505111067,0.3945244936314567,0.02119756753544213,0.18992531194874793,0.4485288469696538,0.4510620549918685,0.3807683133634777,0.439826437554928,0.2635646388416223,0.2691050547093676,0.22109256070614655,0.4841994251705225,0.16786882329682445,0.0978595362199198,0.265022146869206,0.09093982405939219,0.1054427678155561,0.29068555346281966,0.1121668130623319,0.2941404913840114,0.3178132258864024
HT29,0.20966630909477646,0.21647576871965374,0.10578887534755901,0.37242109436333526,0.34184260249712994,0.27690016054406685,0.25981367440311137,0.21523226347836807,0.2789630068293343,0.26148942620348736,0.2899208743644921,0.584280621551587,0.55757955768189,0.511942612264192,0.4899593146639539,1.0,0.6397240917286642,0.5911177309169581,0.04774253828704952,0.10334240642346108,0.555109061010085,0.038466635605555806,0.45016836975661606,0.02766993184512501,0.24907494850250525,0.4566562064108114,0.38976025195836156,0.2395808353604099,0.3709640066036823,0.5605048426407213,0.4904698793344095,0.20317639813750388,0.6254687235253841,0.7073610831589651,0.41837217489016876,0.2634489735495354,0.23072629323981295,0.19081033881036732,0.34576625364756275,0.36114334245145757,0.46801550451880997,0.06839559524979481,0.3922605722350735,0.591252179273608,0.5362983403577963,0.38084614469356826,0.45670310381525153,0.4908072422463905,0.39741559319534603,0.12991269818264642,0.625112107618645,0.357443456269594,0.24861793746335886,0.4175042037837164,0.19393477101088494,0.18028901935819847,0.4558679007946002,0.2708707862357618,0.22254552073012343,0.37571357827073343
KM12,0.09718355208528794,0.3791455992997147,0.23593066917504357,0.42233364937715084,0.24954940033929854,0.1939179382876679,0.1495532537174433,0.13042559836308626,0.2325387274599325,0.23416164684477092,0.19972919930542204,0.6031538651699029,0.5480993072736079,0.289036450139256,0.4603315594726543,0.6397240917286642,1.0,0.3940109208912624,0.01878146115661248,0.05308011923013806,0.41829420278000035,0.015660107009151884,0.3184458882951004,0.011101443762419389,0.12293161999379805,0.45678216188504306,0.24077839880046115,0.40445465251420337,0.5492600536301393,0.3785475481369247,0.5412818362099681,0.10497273583399462,0.5822935897570802,0.6253675824979865,0.2683037787272713,0.42000460220728436,0.13812933976452685,0.1819828670134757,0.290262305432635,0.22323251864563626,0.5720308774958759,0.025600696006758062,0.28466251673648607,0.6358467505541918,0.6590144973020416,0.5452790736487267,0.5493783192034885,0.3400743094686362,0.35849778745326794,0.10000946766200017,0.6396923428600412,0.19967734024203104,0.13523133198701853,0.39700067199375516,0.08352653569974329,0.09114444753103265,0.4059461772894519,0.1692484144376935,0.35452318012567396,0.2646574788336085
SW_620,0.32257986393038907,0.11098601863265364,0.053827535762371606,0.31974991544275183,0.4134436977782412,0.4289314988261818,0.35891540405327643,0.30204252524050323,0.4028097096788515,0.32811123432948247,0.4570315535874287,0.36648040658633607,0.37988224808764925,0.5854745877181514,0.2779028005219626,0.5911177309169581,0.3940109208912624,1.0,0.11784856065882884,0.17791314659482527,0.5829781116356707,0.10687858198132753,0.4049004921355754,0.07741836836970674,0.37874979037308226,0.4069551752155851,0.42391396700554185,0.13894960289338149,0.20856616212981455,0.601406334178367,0.3298002666439086,0.3065657819450349,0.4656023644343189,0.5791272431343659,0.5056029847811189,0.11962573988160338,0.34081177604628776,0.19919840634450126,0.4295451474082649,0.4611010402832734,0.2725974841492568,0.15082527090217604,0.46765302421374944,0.38618453557657445,0.323210676982166,0.20187742072688236,0.2718650537641798,0.5575361083770398,0.3478082800473787,0.09019023977880107,0.4649034395143248,0.45670928404635314,0.3462002795066539,0.32574720732319556,0.2885946852477111,0.2354985897992596,0.39368007934393734,0.42283678197702246,0.09054781114783635,0.31644482836461646
CCRF_CEM,0.2568628106881674,0.0037533385399589345,0.0013240746587799596,0.040756882659313085,0.11323998026974805,0.21432626252893747,0.18855286280515912,0.19748425519724014,0.09262442134444812,0.09054954647065783,0.19278291530958605,0.020192291817723272,0.032134967692142205,0.14846493393276022,0.018727887359794734,0.04774253828704952,0.01878146115661248,0.11784856065882884,1.0,0.34012875103814944,0.10072767579750339,0.49706910022646916,0.07413729161122197,0.2607834963725396,0.27042090992206436,0.037649483180254295,0.17336408067079168,0.004011218637033622,0.006910984467007403,0.1388110177816153,0.01910444284845731,0.29339770809404636,0.04789494642841061,0.06622264155200752,0.1371517557755471,0.003313133535528583,0.20969085413490893,0.0322029091594063,0.06801884322910466,0.21074756948990483,0.010624669627271698,0.2780132098246687,0.16556747615620476,0.028716933598516143,0.018181389506116568,0.00664769331754274,0.012924980660975336,0.13503179388751216,0.05183395743490281,0.0173574892215565,0.03991791516608664,0.22247963024313008,0.21853816140511434,0.038669572206807265,0.28165968012074644,0.16224526140705978,0.059622467865297776,0.27117874370684175,0.0019054058002078008,0.0801939839839428
HL_60,0.30339255358618067,0.015414207221468305,0.005702090169324031,0.10634578383734532,0.19428993783610016,0.2905481721802684,0.26313745561834584,0.27074023924523616,0.14957637267126558,0.16566460008409045,0.2600280234999263,0.05103970805998564,0.0781798383518204,0.21373548845154136,0.05591691761456945,0.10334240642346108,0.053080119230138084,0.17791314659482527,0.34012875103814944,1.0,0.21096324925610394,0.2392816475839163,0.1686684793579748,0.20927903322803582,0.3612442551381116,0.09386841161771739,0.2604648971257516,0.017160334797786638,0.025265526752235336,0.23339164719958724,0.057961570892305685,0.4242430224019541,0.11239057328477757,0.14993503471488925,0.21500318349879477,0.014055300877160677,0.24945354690818272,0.07711644910901633,0.12276475452729954,0.3133039361855232,0.03175022952287368,0.22721645239583838,0.2832633619629993,0.07801110498505563,0.058262613238303715,0.022890984806762656,0.043715787188659004,0.1855259048983708,0.10990643779916455,0.03402406948190338,0.09485935356217197,0.2845251750774513,0.3031881414684655,0.0975480087684241,0.35266990289434524,0.23300141170507732,0.14136087249120552,0.32839610095065724,0.008622870672438318,0.1427272630184988
K_562,0.29198563234930125,0.13764156676958209,0.06001214196042913,0.32830594635334254,0.37548086857030877,0.3926509559360912,0.313803646858869,0.2856609688253461,0.2875542514951838,0.28977882479687794,0.3599137605596262,0.3146067756722101,0.4400901831237272,0.5934822698662737,0.32314742440327915,0.555109061010085,0.41829420278000035,0.5829781116356707,0.10072767579750339,0.21096324925610394,1.0,0.08206777714076538,0.4948799249933748,0.06333905424617572,0.4138037668081308,0.364608066043141,0.43680190341558456,0.15990064067501733,0.20884197626701512,0.5169275115423263,0.32258969061229303,0.33665391359733826,0.5405766929598896,0.5876034091740545,0.35916937481091127,0.12011688194881338,0.2796528235396,0.19135619173583973,0.30300244739894494,0.38347859007256613,0.2724002003159597,0.09788298705845898,0.4484073450507531,0.39691203926569674,0.38127301486756,0.20941475619893604,0.26302136234442924,0.5687532166952615,0.33890387396063754,0.11734779598974364,0.493661402766398,0.3936681938574387,0.35823841077033414,0.33270413498060114,0.24989433561772717,0.21983809144180613,0.39048527455277854,0.34486475713852205,0.09773309311893752,0.3485940161160074
MOLT_4,0.2214232633432608,0.0025803505149668126,0.0012171854720787222,0.029221655840600602,0.09462849344720584,0.19097685039840814,0.18604391797748848,0.17925933465882016,0.08552666322015783,0.08090098834041477,0.19320159386907132,0.017997883210296838,0.02507114493879679,0.14468509939524282,0.012938512686254096,0.038466635605555806,0.015660107009151884,0.10687858198132758,0.49706910022646916,0.2392816475839163,0.08206777714076538,1.0,0.056561570886089436,0.26902730152135435,0.23169595882404684,0.03834425027409401,0.11438841581639189,0.0031465485353245077,0.005285168770942236,0.12300184622024304,0.013769008178604998,0.23224062821949584,0.03038140556420573,0.049087655736685096,0.14295639322188267,0.0023036969787454875,0.1862617273446887,0.02562140618128861,0.07017630687397855,0.1741420464438774,0.008300387313084667,0.3694308061952218,0.12798601231032805,0.02457330744014926,0.013746726384386053,0.005006523611576181,0.008933432947116422,0.10453281923180335,0.03453261500582186,0.008183348328704954,0.028550669692787346,0.1699829674344974,0.19940094313482432,0.036873204641632136,0.2492207575245184,0.12891236071113685,0.04577061504921892,0.23768901368390596,0.0014081560926543148,0.0523408538478992
RPMI_8226,0.237401579779221,0.13381258832804926,0.06349203699749564,0.2840833878348184,0.36819692448957403,0.24664797860956478,0.24313201507091117,0.23046686355813206,0.19049095734066504,0.24497434387767314,0.2736158551880746,0.27517984321973693,0.293162090573887,0.3576069297645258,0.254937733507072,0.45016836975661606,0.3184458882951004,0.4049004921355754,0.07413729161122197,0.1686684793579748,0.4948799249933748,0.056561570886089436,1.0,0.05058027029475481,0.29253342425549717,0.3085317617077682,0.28781566481642407,0.13873263618124432,0.17293441988303385,0.4629874155126733,0.25931532442564936,0.24995769089395228,0.3678931128040809,0.4703672453926294,0.2792706550711199,0.12644402691451287,0.20278013146403498,0.1964571823029454,0.2670629696722194,0.31348329898409766,0.19988313849034367,0.08004114938418812,0.37029844684165153,0.34210787035921275,0.3121382999162467,0.1863267708424336,0.22616423097219132,0.32506498791643074,0.2874468038385193,0.07373218340123898,0.42294661330510785,0.3056937668672259,0.23868981731816283,0.3004693435230599,0.19408497085210885,0.17798023991057105,0.38967365390651476,0.2543325906399694,0.09188840094741853,0.26785919032338634
SR,0.20927042403026638,0.0018268858306829845,0.0007897344890312994,0.021369519226295687,0.0817108862091864,0.17701978602195695,0.231228756782718,0.18029930949336093,0.06536817745411647,0.08475059109793266,0.18699501008425592,0.010382224061657536,0.016445828383726095,0.10052661028043275,0.00981067994837213,0.02766993184512501,0.011101443762419378,0.07741836836970674,0.2607834963725396,0.20927903322803582,0.06333905424617572,0.26902730152135435,0.05058027029475478,1.0,0.2524388285217424,0.02849361776072684,0.09750379112554174,0.0021740148227630354,0.0037579088128892736,0.09787945467503793,0.010681237959049223,0.25483682095190435,0.026853451918054612,0.041893380603643095,0.10622681766965132,0.0017237628542750097,0.16722363184077513,0.024837557919183205,0.0527162588216678,0.14423211537035202,0.005644663971403752,0.38619192000666586,0.11744333872638901,0.020596989539626513,0.010875124405440332,0.003762265276734522,0.006480703882966735,0.06370119856210407,0.02753242961335381,0.0059560457328503265,0.021735230069854214,0.1436891747918317,0.14241133555742563,0.032814776227856945,0.19997752229329563,0.11078664835452275,0.04458361452477043,0.1845994886583981,0.000984695427095665,0.045359068279705296
LOXIMVI,0.4998322006805715,0.027744907187919235,0.011157065867154923,0.16366725959017825,0.3190330104156432,0.5314341733890066,0.5600112758119467,0.49263497979776477,0.27093216008647575,0.3097515274243188,0.5181073032289787,0.10940069765498363,0.16722524152751334,0.5648746198241037,0.10833323574885086,0.24907494850250525,0.12293161999379805,0.3787497903730822,0.27042090992206436,0.3612442551381116,0.4138037668081308,0.23169595882404684,0.29253342425549717,0.2524388285217424,1.0,0.16956622605018457,0.4756889472131658,0.03350275123354777,0.04757045584216344,0.4709553111501859,0.10835557939309491,0.6388743620975061,0.22819858512889715,0.30785984182367904,0.3856425645801765,0.025989960207228584,0.5037125763100158,0.14974468552821096,0.24958878921336278,0.5119797559929795,0.07389542450898637,0.3509708611477732,0.43873649321208913,0.17687632707528478,0.11565487150553166,0.0524818424407789,0.08349617848580433,0.411489472215621,0.20816545536116074,0.05847366235168297,0.20614451506138592,0.5024771178493324,0.5482998666113575,0.2116200411775995,0.5415849488402418,0.36756551615909644,0.2675734059135362,0.4863675916802749,0.01904728082739613,0.2924847218655613
