,253J,5637,697,8305C,8505C,A101D,A172,A2058,A2780,A549,ACHN,AGS,AU565,BDCM,BEN,BHY,BT12,C32,CA46,CJM,CMK,COV362,COV434,COV644,DB,DEL,DU4475,EB1,ECC10,ECC12,EHEB,EJM,EKVX,EN,FU97,GAMG,GCT,GSS,GSU,HARA,HCC1143,HCC1395,HCC1419,HCC1428,HCC1500,HCC1569,HCC1806,HCC1937,HCC1954,HCC202,HCC2218,HCC2935,HCC38,HCC4006,HCC827,HEL,HH,HLF,HMCB,HOP62,HOP92,HOS,HPAC,HT,HT115,HT55,IGROV1,IM95,J82,JHUEM7,JM1,JURKAT,K029AX,KELLY,KLE,KM12,KO52,KP4,KU812,KURAMOCHI,LMSU,LS1034,LS123,LS411N,LS513,LU65,LU99,M059K,MC116,MCAS,MCF7,MDST8,MJ,MKN1,MKN7,MKN74,MOLT3,NAMALWA,NCO2,OAW28,OAW42,OE19,OE21,OE33,OV56,OV7,OVISE,OVK18,OVSAHO,OVTOKO,PEER,PSN1,RCC10RGB,RD,RKN,RKO,RL,RT4,SEM,SF126,SF268,SF539,SIMA,SNB75,ST486,SW1116,SW1417,SW1463,SW48,SW579,SW620,SW948,T24,T84,T98G,TCCSUP,TTC709,TUHR10TKB,TUHR14TKB,TUHR4TKB,U266B1,UO31,WM1799,YAPC,YKG1
GCT,0.3031848982823576,0.3849282175526231,0.13771198148380406,0.5646736531476885,0.5046684449206965,0.48317300579607636,0.41985595726252856,0.46320335955640835,0.22378264177181043,0.33888986534131704,0.34666090915282544,0.16574339892877774,0.13719657479283,0.11703042398675786,0.10318589168958894,0.2678059206752861,0.24045607149310513,0.34735770075032824,0.033340363680126356,0.31948061450214627,0.12843538925308676,0.3568973563219183,0.18818993733395864,0.18953435947976752,0.04944812456927436,0.2578879014350357,0.09375087135712831,0.05709667635120971,0.113393522639917,0.10673794737461853,0.10867413328533962,0.12012386175485865,0.301612955024932,0.2467620417146438,0.15576618714004972,0.6229236173233101,1.0,0.16699260767282012,0.07895873194638017,0.2644544291843608,0.2775990579776533,0.38724883151289546,0.09080769402003477,0.14861416961116872,0.11958984503997297,0.217568730736894,0.2401792980000216,0.20244214544657033,0.19471049263902515,0.13202417447280337,0.10096009571505213,0.17386605146666187,0.25283974387732455,0.2600829569686107,0.34829155643968235,0.12729807873630836,0.126533581499131,0.5354783110100154,0.30014616675453654,0.49003597377460717,0.44536682968110775,0.41147185777282946,0.17629860181579773,0.07689138240387419,0.1302884240576064,0.11787767587153294,0.25782687888500844,0.11628842561948485,0.465885619302176,0.2882271181204752,0.08132302691278356,0.12266526763163968,0.36043137743509623,0.13394577008182532,0.23317883413469445,0.1510414806634315,0.1266552625682724,0.3600551206312973,0.14126983692823006,0.21998259903453501,0.5681757192074417,0.12810766813739913,0.2106627129554677,0.1353090930527898,0.08553966582835157,0.262784873930368,0.49470106179665785,0.48338520221881653,0.06181287026894269,0.2732892682395607,0.14181886472673924,0.5398701419263748,0.15291078793060905,0.3184313813011348,0.27877889850481463,0.2170169590511485,0.09906125779745176,0.08460764903607573,0.1301576263585629,0.17794742437918568,0.2447574876234271,0.08698862130889493,0.26452289883952496,0.24535924280574187,0.4159647040527261,0.49517238834345034,0.16359820024492236,0.22449223365223817,0.22514572797970625,0.3374280636094561,0.12619014583151247,0.3396953735070969,0.3165801447137594,0.3768071521567552,0.5808032354800351,0.30319172633255165,0.05763661778600235,0.16067385173562407,0.17250005180210606,0.46086845478756977,0.45683298884975543,0.4300956300160018,0.11088623683587465,0.3812212461879596,0.0957670652664813,0.1499227746793372,0.19214089086486272,0.1304961897823315,0.18599780049304757,0.4879951177535842,0.1996634018454522,0.10632680284119336,0.4969799301518726,0.15851616390479253,0.42554050786012676,0.4195207025686438,0.2304367402269266,0.3739399355598172,0.2818439225524352,0.37982772266167375,0.14200709397833702,0.46801696703429163,0.3698196594060599,0.2251263082039854,0.3729595084648999
GSS,0.18660434649623406,0.19176868993128557,0.11553650692498843,0.15563960281403386,0.16576906751690676,0.17514789550010165,0.16906341998387728,0.2239031973955881,0.22135677983609178,0.215459198303227,0.18821161527838268,0.24546963389213924,0.19997813127201833,0.05641863273321793,0.22759351391064161,0.1446658896458863,0.21525247244147575,0.18860094213960535,0.0582710619181975,0.20507797196881358,0.08696289052275166,0.1998893156932249,0.21556885593475053,0.18631229696807242,0.05188673506189298,0.12565166154274046,0.3010118046236424,0.029229750963719353,0.34483496984769846,0.20195301426605775,0.03015457228957033,0.09702635400113055,0.22653719532307784,0.3026592474344615,0.21157726334392382,0.18765638772979035,0.16699260767282012,1.0,0.19224841582726468,0.23488258714630048,0.22693423843325752,0.21816793567203477,0.2084182498060714,0.23774360999964098,0.2145335388491276,0.2357536036860894,0.2068762826546989,0.18102456311075457,0.21021601170578938,0.21609529853564144,0.22289196760017013,0.21038361507105105,0.24116988671217368,0.19571190029546545,0.2215174697038004,0.09142046143226376,0.07937153888776768,0.18308950910028618,0.23899118174952508,0.19811235095221555,0.1854498090644817,0.24374766433378506,0.19406991983146452,0.06481897869776262,0.20734644788110682,0.25632273750440016,0.2612895409299002,0.19964331393433485,0.17161750854561317,0.21690416657251724,0.08691942329785138,0.15559433183473184,0.21348014176657562,0.19552539359212354,0.2116400110461746,0.2634830138708665,0.09431561161212668,0.3097937665338609,0.10816274557380764,0.21373794207211663,0.15491882808499682,0.24210549128896028,0.1971409058561889,0.31923701813544725,0.21490686266110945,0.2018421862647514,0.23101638728450194,0.12906979172515207,0.04297827332521678,0.20008526384512962,0.25102754201381206,0.1755954956901076,0.0800202762451254,0.24330238894031972,0.2034230705314942,0.270621145443961,0.09887673481426848,0.07619770200373091,0.11549110123996123,0.24655289422541984,0.2367281408547983,0.21403396896477492,0.196249059121013,0.2280787354927825,0.17727565505959922,0.17667658752177998,0.19975686253753025,0.28239618876925354,0.23103266636878164,0.16228540319304238,0.10952645286667448,0.23185116637932832,0.1543326316213353,0.21090179778904014,0.1776684347593607,0.25048752985490663,0.04404351415688548,0.19078770790208635,0.10186332741848211,0.1665989583811814,0.19379341738895492,0.1430537771875208,0.18451251324175164,0.15238243183345043,0.08282654658114738,0.23106370013963737,0.2877684433371135,0.22623509189262378,0.3381784712879041,0.1533098695956325,0.39910361241326675,0.252676512704734,0.19383400792007646,0.22290007357115108,0.16874436788999705,0.175152368084966,0.23043282271244916,0.1764478810308642,0.17660672581247558,0.17531604702104472,0.08962318222913682,0.18442357873866969,0.18907190812226235,0.23207856307428257,0.18978398831886115
GSU,0.16225661881391798,0.20376868252673078,0.041296442379488846,0.09165871822363739,0.13016099909972242,0.07080031045495008,0.07591783149975426,0.10628257585186654,0.07136767857090023,0.18974663895471436,0.15778247523148883,0.42909149641881583,0.255326598241266,0.03695396270492876,0.21752868901719583,0.20123251836407338,0.14376400136594217,0.09715995541983,0.012396140843911635,0.24133547184776835,0.057045759363161,0.16875313707816245,0.08761905399674128,0.3108474704381037,0.010039593672996533,0.10082218563764708,0.18234952070766489,0.008416751999988564,0.14249363912953047,0.0870071725945292,0.02328662739343798,0.05667959974407796,0.18845807511954596,0.12643335200577296,0.16716837957790623,0.10036365726278382,0.07895873194638017,0.19224841582726468,1.0,0.2353895391677562,0.21675207710960162,0.12663980794783355,0.2747180134039059,0.2094071349901421,0.2268494096138521,0.16777315778364324,0.24580354516170114,0.27526521014417715,0.28556854534968,0.2618349317927391,0.31899412604975497,0.34431739363375546,0.1915518508044958,0.2696257158713906,0.2570471484826541,0.05074732920929784,0.04748602841232799,0.0892674339574002,0.09550896227643677,0.12934203419278648,0.14615050099972413,0.10943965464087932,0.38036018755154655,0.028666844234328276,0.6417997582603274,0.567699252627185,0.21126741979076472,0.556147432610939,0.13688066237669064,0.2157735763313924,0.020555295715000227,0.05254894988194228,0.10023631840609035,0.021542362921898123,0.14363832305247506,0.5318564330698802,0.06333522160407204,0.17253429279496493,0.0903178905822655,0.152171233253127,0.10194635079059436,0.527525511878185,0.3047949358601023,0.5910077483109651,0.6407151470111022,0.30441216522939696,0.14911453826834345,0.04599492456295465,0.005008102001811177,0.33425812125524734,0.2649147185157956,0.08449370578096346,0.05383486678224195,0.16461338932473216,0.20733216656690615,0.2632393057639212,0.035336788705291194,0.030417026352547477,0.07076643078616554,0.20042491280005129,0.17651349795759416,0.6003321559076596,0.23972575580733077,0.3876679003114788,0.1509141380699103,0.15190368462492262,0.21585495170561528,0.12749610336064035,0.14978942880549975,0.15468734324921343,0.04995848521615373,0.24564571160413448,0.12843266288077823,0.038101354424830786,0.11089785097245422,0.21761577101905302,0.018563680498320162,0.3295995787326764,0.058915544469296394,0.07621712203551048,0.08370102726424342,0.07463235522549658,0.020007899322061568,0.061954217042406196,0.0359636735145448,0.578760815429911,0.42683552536564306,0.6135094920838075,0.4169818083260217,0.07137144312565277,0.32834856727323736,0.6116930958998552,0.16625361204331876,0.5916422531499724,0.08230332772272284,0.12970897060845762,0.08799887000409465,0.14344931698516353,0.15890155791729618,0.14019122513029705,0.03267464531738237,0.1475932706510137,0.0762029739719842,0.3412654290233511,0.08562869814045873
HARA,0.2793710965266759,0.39853061407677104,0.11011066300716374,0.273371718359964,0.3488036873496021,0.22114641884720568,0.2706134730304678,0.29149422965779404,0.22873764517687598,0.36930789536239383,0.31076385739818924,0.3146901024423051,0.2427719383071679,0.08694783154621874,0.18934004262113138,0.43394145423755004,0.2956577354524672,0.24374013389323615,0.03222869435137585,0.47768468863622715,0.09743365135333262,0.3405514990711742,0.22875455530535035,0.3404887928546929,0.05735111561212844,0.17049828246675028,0.1730271307207539,0.03617034320430226,0.1705935268277776,0.15323125602822427,0.05815193699878943,0.11135159205245879,0.3630547994052141,0.2769555554185714,0.18877231394598057,0.3097518810043933,0.2644544291843608,0.23488258714630048,0.2353895391677562,1.0,0.3745421960273566,0.3447614279609461,0.22287957331928018,0.2689514709976448,0.2349954610163609,0.27989569071563536,0.482246143183541,0.3790946271744138,0.3691521679817086,0.2578396103964651,0.2427460606183541,0.32635930508694444,0.3570078131832348,0.3494715267917696,0.4180956133638021,0.09509063164516982,0.09583841827619541,0.27688130218054074,0.24350360218567754,0.34808615818066113,0.3076055269421869,0.3214857635032129,0.3480390583667772,0.06939888932194907,0.28048853884800296,0.2576955064999251,0.3340613973410892,0.2470317383473913,0.36308340745889844,0.32514047154580716,0.08212541924079489,0.11383111484601685,0.2319318838953601,0.13422874123940468,0.3171218693783273,0.3150436193867525,0.09915035023566968,0.3541982306499658,0.1414146530944899,0.27449039022641686,0.31360344502124815,0.23522813588486227,0.33277432467943113,0.29952253112511473,0.2361518129194197,0.3023732183559231,0.3403149471376713,0.2651678069801797,0.04600947254307877,0.3722987754773066,0.28639093383675995,0.24797623248533598,0.11621383781535213,0.33291822419250816,0.3652717932538979,0.3363124731914796,0.09115087731996244,0.07334722628565829,0.1236908921711988,0.28827384320477656,0.2921914968138666,0.233146210544268,0.6121255695550275,0.3576477840585919,0.2781641198729853,0.3279078876393664,0.2629475214579047,0.2298685713531133,0.27500398163473905,0.3047441046047844,0.10649021345483187,0.31093434296978917,0.26281543058176804,0.22309721398863216,0.2764585061893319,0.29745979656379606,0.04871812499448516,0.3667591234770534,0.1264881194932723,0.2699895529226166,0.28710077956238944,0.2523846738904145,0.11323380893864463,0.24402868612607745,0.09139677810109578,0.28811049596676774,0.2970283470573901,0.25888358250676347,0.35850586575088383,0.2449978100651183,0.2903825566124084,0.25690275422944664,0.41068955481250635,0.3126511221557313,0.2628843590725223,0.30034871577529687,0.23948990466753559,0.2902683206697263,0.282893564426167,0.2737532840599378,0.10074908318510331,0.3144061503552623,0.23838971648250154,0.3552924800287822,0.24662637025976084
HCC1143,0.3239285260190734,0.4627977388673502,0.09797081664198962,0.30617168809348394,0.37329563543927324,0.2573684996385609,0.29099712822824464,0.2900727733781726,0.1954033983417887,0.3624379041197785,0.32730629495552577,0.3392635566961688,0.3091784102883026,0.06879873333893907,0.1670988245987969,0.45290420208032356,0.2749580261427611,0.2602853710119717,0.015926185467264015,0.41091666812617467,0.0764376789719097,0.39894921029591535,0.19732289276933226,0.3837858114814945,0.017842820010609356,0.18447920529830916,0.1802412641133013,0.023094016203257045,0.18042829928253487,0.10446877827330728,0.06068068706377164,0.0807095479507717,0.41678619134732175,0.2597671279670831,0.19771194603867173,0.3380249891048521,0.2775990579776533,0.22693423843325752,0.21675207710960162,0.3745421960273566,1.0,0.4396584783780204,0.2528693845976979,0.27001572813566876,0.27173301379256554,0.3770119328224659,0.40950796827676716,0.5125892693180871,0.497953458714252,0.3016015010429902,0.2982815135305248,0.39309841545152047,0.49567810893297926,0.48087967263566567,0.4794163840920489,0.07627862499040003,0.0827959861412054,0.2657243204953059,0.23432762789030728,0.3850680019892482,0.33789913426868523,0.32100717274866675,0.36678867636462864,0.04939248136058036,0.2850475456263216,0.2562184329293907,0.3564235052816841,0.22502186206110716,0.3768788804338604,0.41757913505744926,0.046429264902410367,0.10527367655801548,0.23171774244052432,0.09691812993939189,0.35276441256772706,0.27254712201067455,0.0882792092278468,0.34430159681037686,0.10184087518289467,0.3471658999208179,0.3299581299385954,0.2439888773438312,0.43081203097890053,0.30077657520022794,0.23416855264616002,0.30853375499296365,0.33515483978347527,0.2621054881918897,0.02430077427721697,0.420947126023116,0.3139404185347122,0.2708724279373995,0.10850658774535446,0.37180363180174403,0.43085465211386953,0.398319038092502,0.07309112445627167,0.04971100236142603,0.10439156729727786,0.3467961637661321,0.3299944713067502,0.24548082908607952,0.4207353493526782,0.4227824210663236,0.389917883396674,0.3867098857018918,0.36415739827602533,0.20918957885629333,0.3252331582488819,0.33858847874088494,0.08668734249114027,0.3154283145661658,0.3774145042645962,0.21598496986084156,0.3209590499050411,0.246884382664139,0.02242182862771827,0.3234566077791702,0.10450120861374815,0.31829546216298177,0.2906503067473789,0.31179841348825366,0.08785045480989259,0.32176859099619404,0.06288321754679696,0.3265552823390513,0.33390940653588974,0.2542319177143193,0.3446605444221116,0.2733816219566033,0.2676264677141017,0.2507680511053193,0.3980574872538829,0.33855941565389247,0.30648625544302355,0.3281483222916066,0.20237502710026603,0.35973523766734183,0.35187849093980994,0.3611894772538191,0.07684933178959966,0.37570880425284137,0.24886763627007394,0.41303233655005955,0.24334858801589923
HCC1395,0.38716959248028193,0.3385928363250006,0.1617428016684578,0.43404341880929376,0.4040270058858553,0.35842973631426966,0.40243292214971105,0.4120211938963415,0.3049084483632907,0.39673111035347075,0.36451247282416455,0.23602529461125868,0.21376231494734546,0.11634783918906991,0.17137688442049856,0.3034496370526035,0.3097124827622435,0.39552629327882494,0.056683898559844764,0.3172184257490622,0.1205202829004485,0.4457887240551849,0.2826522360277365,0.24428854329538133,0.054952349093897096,0.23530738935264559,0.15251544875453807,0.0649430054475871,0.20800465066102738,0.14566024638332706,0.08735766196683756,0.12198233083418755,0.40721612840285026,0.35265237392355475,0.2213618504706701,0.46380716414695566,0.38724883151289546,0.21816793567203477,0.12663980794783355,0.3447614279609461,0.4396584783780204,1.0,0.18382532134211435,0.23178427443134428,0.23628472892010868,0.39007562058860423,0.3115397278426463,0.34605667487207603,0.3360239413019429,0.24197079124072737,0.2070709295534485,0.27627677487889846,0.4371114526725758,0.3324033576285863,0.37517432541678664,0.11191624931916974,0.14105240788364962,0.3471955774630604,0.33543359890906443,0.46208502923912753,0.4250237316320903,0.4342592750718448,0.24698095803665146,0.08390727781774285,0.17946807538542,0.1714496230406418,0.345508156447897,0.14129694635764264,0.44062992666804734,0.3442592701102537,0.0915713364376601,0.171486061869041,0.33135083749522587,0.17958702665032264,0.3257755362404311,0.20467588303459963,0.12348294708277127,0.4260574032478256,0.13941700432341222,0.3561598615839282,0.42615940896987325,0.164275567987368,0.2716126066931397,0.21850062566020487,0.13720620191257052,0.2912927129832419,0.3511810354355944,0.42694229751779134,0.06858835832811236,0.26674253282630067,0.2600471284060404,0.41685197737890234,0.15262639969803835,0.37538197313922206,0.321321392933423,0.2740501122235772,0.12737461834000255,0.1012572888840044,0.1348766988544917,0.2707483150387545,0.34038182106918224,0.16537347873233846,0.3840732172910418,0.2684871611605034,0.41965566591163295,0.471828482516386,0.24094281265807158,0.2826158782379927,0.32761977513115326,0.3505779825683707,0.1441791167873633,0.32529292782090047,0.37119795874220285,0.3510456271587824,0.4183280898283379,0.28146794491983884,0.06181886793654953,0.22921048223199694,0.16001771153469344,0.4912593694881092,0.4433417888081703,0.4617824480658931,0.16527731505563117,0.5215663346704121,0.10994915034395972,0.19643463293149308,0.24581880574352413,0.17612527695197713,0.27782362932010807,0.47936187883797043,0.25084057734452014,0.16795102523194247,0.4200921136435244,0.20881437086526902,0.5154088765765582,0.4273790944642729,0.29654153167920383,0.3992193547798891,0.3809796502455315,0.39493781781576154,0.12175012254552839,0.4047015139312775,0.3465247496671542,0.2854171016128614,0.41576124302108164
HCC1419,0.1817385334142463,0.18134032916430995,0.07324445985595371,0.1210011298353186,0.1491826930836949,0.10488399983701527,0.1249356373755344,0.14017771416024513,0.13893219896253464,0.18729523253134892,0.16432075753934247,0.2689704997026948,0.44405274008012885,0.05052348900026457,0.23848945438837824,0.18026888847662445,0.20105367419535683,0.1448346296672102,0.03568370903395854,0.20626037591039817,0.058169814228538924,0.20178945969423825,0.15546670751686834,0.2782078140136389,0.03320200367090673,0.09363966280729999,0.18224510497576865,0.021858504790931294,0.202226039031677,0.1528888930537641,0.022528876615138277,0.08016583450072037,0.21443566176350268,0.2055621929524696,0.1556220866666003,0.13310949443575734,0.09080769402003477,0.2084182498060714,0.2747180134039059,0.22287957331928018,0.2528693845976979,0.18382532134211435,1.0,0.4904652393892138,0.5138439196833425,0.2388353136405332,0.2473250422141007,0.3060851097785856,0.39386178681780004,0.5788921465736555,0.5987577982724358,0.35628523598684214,0.2833427978797658,0.3010086666863808,0.24492853829247205,0.05251562548145519,0.058323110469521405,0.1184826787423244,0.14384810480900664,0.15339556692833164,0.14977596664099183,0.16561677661952454,0.27426361223150963,0.0506061551733695,0.26668031069290976,0.28500689135873114,0.2300015480158353,0.24827867066287743,0.18585802554006212,0.21985537795380497,0.05099990873564217,0.09118274589719785,0.1385387877262236,0.10253470502120418,0.19141219271645385,0.2957019991010149,0.05947752722322666,0.21856271248171746,0.08503733291121493,0.20903646844220589,0.11682353525222008,0.23083560107260367,0.2440813246952219,0.3036667001082408,0.26295240403706954,0.23241844876872184,0.16816379179776317,0.09817683496652604,0.022763645193978305,0.24551651455257276,0.5186006078467639,0.11263016934776113,0.06396636575240591,0.18381368311788845,0.2212853568583453,0.2690569443121502,0.06519157089956548,0.05231342482560161,0.08142234093987541,0.2993226110256575,0.22544151205560345,0.3198119219611978,0.2161486493742706,0.27410243131796275,0.17610197023660215,0.16367455613865103,0.25082505815925094,0.19474441689516928,0.21389620838822263,0.15922042346921542,0.06827986911854786,0.19662655476751165,0.14852891392768405,0.09475847798251716,0.12343112352690663,0.18100271121693853,0.031769690130320744,0.3342644258488071,0.07188818875634265,0.125813870412511,0.14023251516201976,0.11536944823607001,0.09781614032795147,0.12453748842395759,0.054937825297542625,0.25989486080995505,0.251952719177718,0.2700759515902721,0.27216368225368537,0.1052502163089302,0.23758331940297314,0.30092932977994225,0.18520389704474463,0.2769168350185385,0.14082430966987816,0.15234574370542922,0.15450036163872424,0.1481421797865162,0.17653010936571942,0.1549139258556861,0.06968788583842392,0.15588754493709042,0.12964180802261352,0.2963572866495767,0.15218515500316213
HCC1428,0.2021616258819949,0.1959319323743031,0.09605637368418249,0.158821803911235,0.1907361393559692,0.1458974147740946,0.16422542177145752,0.17697523875057944,0.16490136499505778,0.21759919095382532,0.20160848647975463,0.25662019960535265,0.43964459960128677,0.053879448902637433,0.24039021144543507,0.19895779637212394,0.2222741557394252,0.1657436717526977,0.03181023874241137,0.22324312330913545,0.0718716291089733,0.23508958362630908,0.1876369190491841,0.27198859282499366,0.0374471561667338,0.10905138742411394,0.1914432152691786,0.019796843042494322,0.1992715497012494,0.1681892397853297,0.0319858385042828,0.10376123524650696,0.24857905342054595,0.25163910990243543,0.18343488583707315,0.1883575340772535,0.14861416961116872,0.23774360999964098,0.2094071349901421,0.2689514709976448,0.27001572813566876,0.23178427443134428,0.4904652393892138,1.0,0.5634945469962067,0.27754015722213776,0.28114301098343897,0.31705474285806523,0.3791839177835954,0.5187010278897864,0.4687781837607802,0.31224212246040806,0.33174433490346156,0.3099041764739522,0.28337576338436266,0.06822723326035748,0.07113842366115222,0.17055094557078673,0.17988828109348967,0.19370223190043737,0.1993495150290189,0.2090149608924385,0.241235122275862,0.050461455923846016,0.22487166126160765,0.25107633390099937,0.24990163982814187,0.21905637531519476,0.22469509866045081,0.23044051262400891,0.05947463861788635,0.11961422441254546,0.18685422739124405,0.1378859421529596,0.2308168992775124,0.23995609134976129,0.07116520038785909,0.27174773322405676,0.10287394115449669,0.23805366539034908,0.16490292043458435,0.20332348606961428,0.25908943448954436,0.2649115264951084,0.21345199729855838,0.21856091292563326,0.21442868794507733,0.14544194444086797,0.02495879965831202,0.22656049288858746,0.5644170063354856,0.1504633587633695,0.07362479585538675,0.2367154448773993,0.261295672555513,0.2958348908503371,0.07595940527555259,0.06027243827268272,0.08033127841088247,0.3258653338612215,0.23556973139106932,0.2639090253739377,0.24450900769138115,0.25914728802062525,0.1974811053847885,0.1942834798388269,0.25311585995738617,0.2573109917940585,0.24155796192871196,0.17851602438286499,0.09201125858108275,0.20037716034493022,0.18124750116980928,0.159705501590881,0.14891419212886117,0.2078238744275072,0.03472345466548174,0.29735379299318365,0.08324554878436455,0.16228513571759665,0.1889348285859558,0.1495880925657713,0.11742495645031933,0.15994241179009108,0.05776427900839157,0.24142255919972092,0.2465685490808762,0.23554743847457402,0.27645084665621855,0.12658043308072572,0.24748516544459767,0.26041309293230175,0.21831312008302947,0.2543437282776929,0.17807178026785844,0.2076279861798326,0.176252773276844,0.18864597904894562,0.203277259668407,0.19033886238522438,0.1043691001332718,0.18780266900969003,0.15802465817429726,0.2830237903789581,0.17831802134384792
HCC1500,0.21373428722201473,0.193486607086348,0.09569006970782781,0.14642130755293367,0.17710554273108517,0.12738620910512474,0.15128340245861935,0.17243261788325662,0.17315819512704386,0.20244915431452,0.18780781196469146,0.2574894702745436,0.34398758031280185,0.057752667815261366,0.2496480546999608,0.17820396399911084,0.19767967953298451,0.16878611837336702,0.041016558194198555,0.19759728772472526,0.07117923890871644,0.2139438200247332,0.20153253401680657,0.24419117897188378,0.048120965789028664,0.11133438599198267,0.18624267362604494,0.027613025939245667,0.2282444477285477,0.18875713285332493,0.033958570867620136,0.09464777143302514,0.2470952645799536,0.25534129316348275,0.18301147532631232,0.1560819556521473,0.11958984503997297,0.2145335388491276,0.2268494096138521,0.2349954610163609,0.27173301379256554,0.23628472892010868,0.5138439196833425,0.5634945469962067,1.0,0.26390114095639183,0.23681193434329298,0.27841781094112017,0.34273384674264207,0.5016142726577748,0.5027848892235961,0.30767618286071796,0.31423994143527667,0.28786314311780503,0.25345442352401004,0.06413258239380146,0.07792843074899988,0.13713411485578228,0.17097657489625603,0.18277096757022457,0.1869714386273614,0.18480365185732653,0.24069132863046813,0.05653449597882812,0.23539373174920433,0.2405054851599838,0.23842560710442193,0.22654331016435106,0.20523903356330628,0.23092667594497238,0.06392449391558055,0.12173072661637716,0.17084574764006918,0.14039781616041383,0.20384771348917494,0.26630334771677033,0.07101662256591326,0.2542998674729351,0.10598523666881574,0.2444088477913531,0.1462248112211538,0.20655157788511683,0.23124238689166257,0.28201368267877225,0.23087693958883873,0.2288999729366095,0.19092966946176668,0.13113845707221858,0.03083323410433972,0.21647689864879852,0.561875929644234,0.1438853099081708,0.0731667899350392,0.20913492158043476,0.22542424227130783,0.25064092288296147,0.08426324442603103,0.06582595135936417,0.09456539766987085,0.308542348110287,0.22865588037660825,0.25800100973019013,0.21629987226362826,0.24438662594441887,0.19419289033709033,0.193184478824896,0.23457507188529916,0.2433403104644681,0.2553268437085261,0.16825982399609082,0.09776666378256385,0.20694993950397608,0.18127741301433511,0.13901217609554037,0.14773931009493804,0.22234960852315935,0.039135698358648024,0.2920778121266546,0.08851275309943465,0.15054098162930005,0.1719010686105867,0.14756563695074718,0.13576698507055576,0.157976097788285,0.06368970165198409,0.2262104672793667,0.2291697827213008,0.2411865382557938,0.2733765850966683,0.12859267574877367,0.23713808946711587,0.27275526231897995,0.2033667014105721,0.2462531862988497,0.17950535515956936,0.19363607287443427,0.19785671025587306,0.18032534380771295,0.21208135839394074,0.19205463557264144,0.0851333952600841,0.17863158802059234,0.15759603667371289,0.2698494372524102,0.19018417325582201
HCC1569,0.2554667083245964,0.26097875367521384,0.1320246846629213,0.24750880776422726,0.2572754815975439,0.27729739979359647,0.2478584083002874,0.31975995835401505,0.2748613128691223,0.2641885449902096,0.24295652902141499,0.24636995630643024,0.27145113193927095,0.08420285683092985,0.1696600905755856,0.24027384112127018,0.2321543630379865,0.30667051833804204,0.03808626415842395,0.22795751297485736,0.10429026232033009,0.3214087924973925,0.23804376109645234,0.24290614138462305,0.039381784220994226,0.16562406446031866,0.17253607976068028,0.0347721804907383,0.23771655761528074,0.15093948784555541,0.05605169747297992,0.0908433343579074,0.2903000142993897,0.32601901849549497,0.2611107525111801,0.2648686019745834,0.217568730736894,0.2357536036860894,0.16777315778364324,0.27989569071563536,0.3770119328224659,0.39007562058860423,0.2388353136405332,0.27754015722213776,0.26390114095639183,1.0,0.27262079520031557,0.32199184314167406,0.3143862800211893,0.28374105480724243,0.26719702195875195,0.24063677636705258,0.3896373724629889,0.28246050594557803,0.3021672157126587,0.10599054310895092,0.09324660463759346,0.21031994532060452,0.30324127999684114,0.2986205308984561,0.29428867667381686,0.31345858288578377,0.2286634312042045,0.061847406518483555,0.21929096444728854,0.21285595836721685,0.29925315522473617,0.18125640857346328,0.2896526353686021,0.2718878663671612,0.06779749264795762,0.13694748175753477,0.29547036361385115,0.16420636971611094,0.2933552046421336,0.2174417459444559,0.10576646899539668,0.3205473155053996,0.12299840007414423,0.3362110663687935,0.26197821304580404,0.18710534122338043,0.25324485348601466,0.25729199316870666,0.1751043063880299,0.2529822160767271,0.28701661778845433,0.23157368142628118,0.03813715985998903,0.21620000358372163,0.28633752326192397,0.25520410263082627,0.10429352513336917,0.29409973028613823,0.27776914021631305,0.25099662122987365,0.09649800102654257,0.07684754590057605,0.118013725949864,0.30950762416380384,0.30013573303402663,0.18867762624592402,0.2723106707894505,0.2570551375729361,0.2855492802252019,0.28191179029015634,0.24773935485593304,0.2744538290698918,0.3436785190124332,0.23467653236254352,0.11490198951576155,0.26009383042532275,0.24706493340897548,0.24443943546664196,0.25239007525700896,0.2563135809758922,0.03881056537722752,0.21974899106707288,0.1289971238795636,0.27180885845946057,0.2664923198435484,0.29105383135570306,0.15077569340847793,0.32781325071350154,0.0706805491238883,0.22357707216390196,0.23955551570043845,0.21498795559576953,0.2702876286777328,0.24550202441657518,0.25340290514029273,0.2420656614750106,0.29002230459543354,0.23918324693264345,0.2903888281659808,0.25544509418367134,0.2503573280403045,0.26472063433384496,0.2630652140055043,0.2649742337558212,0.07824787546724485,0.26090259164818863,0.2708631666293819,0.267693125454616,0.2812330431757407
