NSC,drug,gene,num
755980,Lenvatinib,LINC01287,0
755980,Lenvatinib,PVALB,0
755980,Lenvatinib,IGLL5,0
755980,Lenvatinib,JCHAIN,0
755980,Lenvatinib,HBG1,0
755983,BI-2536,LINC01287,0
755983,BI-2536,TLR7,1
755983,BI-2536,PVALB,0
755983,BI-2536,JCHAIN,0
755983,BI-2536,IGLL5,0
755985,Nelarabine,MAPK8,0
755985,Nelarabine,THYN1,0
755985,Nelarabine,ACTB,0
755985,Nelarabine,FDX1,0
755985,Nelarabine,PLK2,0
756236,GW441756X,MAPK8,0
756236,GW441756X,REC8,0
756236,GW441756X,SH2D1A,0
756236,GW441756X,NEK11,0
756236,GW441756X,MND1,0
756404,GW843682X,LINC01287,0
756404,GW843682X,IGLL5,0
756404,GW843682X,PVALB,0
756404,GW843682X,JCHAIN,0
756404,GW843682X,TLR7,0
756641,ICG-001,LINC01287,0
756641,ICG-001,PVALB,0
756641,ICG-001,IGLL5,0
756641,ICG-001,JCHAIN,0
756641,ICG-001,TLR7,0
756642,Entinostat,FLT3,1
756642,Entinostat,MIR3198-1,0
756642,Entinostat,MIR2278,0
756642,Entinostat,RNASE2,0
756642,Entinostat,MIR658,0
756643,KX-01,PVALB,0
756643,KX-01,LINC01287,0
756643,KX-01,IGLL5,0
756643,KX-01,JCHAIN,0
756643,KX-01,MIR5699,0
756645,Crizotinib,PVALB,0
756645,Crizotinib,JCHAIN,0
756645,Crizotinib,IGLL5,0
756645,Crizotinib,MIR641,0
756645,Crizotinib,LINC01287,0
756647,Quizartinib,LINC01287,0
756647,Quizartinib,PVALB,0
756647,Quizartinib,JCHAIN,0
756647,Quizartinib,IGLL5,0
756647,Quizartinib,TLR7,0
756648,AZD-1480,SH2D1A,0
756648,AZD-1480,CD3E,0
756648,AZD-1480,ZAP70,0
756648,AZD-1480,CD1E,0
756648,AZD-1480,ITK,0
756652,Linsitinib,HPGDS,0
756652,Linsitinib,MIR330,0
756652,Linsitinib,MIR6807,0
756652,Linsitinib,MIR6728,0
756652,Linsitinib,MIR641,0
756656,MK-2206,MIR641,0
756656,MK-2206,HPGDS,0
756656,MK-2206,MIR5699,0
756656,MK-2206,MIR330,0
756656,MK-2206,MIR6728,0
756657,OSU-03012,REC8,0
756657,OSU-03012,SH2D1A,0
756657,OSU-03012,CD3E,0
756657,OSU-03012,MAPK8,0
756657,OSU-03012,ZAP70,0
756659,Intedanib,LINC01287,0
756659,Intedanib,PVALB,0
756659,Intedanib,IGLL5,0
756659,Intedanib,JCHAIN,0
756659,Intedanib,TLR7,0
756660,Quercetin,MAPK8,53
756660,Quercetin,REC8,0
756660,Quercetin,MND1,0
756660,Quercetin,NEK11,0
756660,Quercetin,FDX1,2
756663,Obatoclax,LINC01287,0
756663,Obatoclax,IGLL5,0
756663,Obatoclax,PVALB,0
756663,Obatoclax,JCHAIN,0
756663,Obatoclax,MIR658,0
756702,COLCHICINE,LINC01287,0
756702,COLCHICINE,IGLL5,0
756702,COLCHICINE,PVALB,0
756702,COLCHICINE,JCHAIN,0
756702,COLCHICINE,MIR658,0
756717,DAUNORUBICIN,LINC01287,0
756717,DAUNORUBICIN,PVALB,0
756717,DAUNORUBICIN,JCHAIN,2
756717,DAUNORUBICIN,IGLL5,0
756717,DAUNORUBICIN,TLR7,6
756876,(-)-Nutlin-3,HPGDS,0
756876,(-)-Nutlin-3,MIR330,0
756876,(-)-Nutlin-3,MIR6728,0
756876,(-)-Nutlin-3,MIR6807,0
756876,(-)-Nutlin-3,PRAP1,0
756877,1st Precursor Intermediate to TDP 665759,PVALB,0
756877,1st Precursor Intermediate to TDP 665759,JCHAIN,0
756877,1st Precursor Intermediate to TDP 665759,IGLL5,0
756877,1st Precursor Intermediate to TDP 665759,LINC01287,0
756877,1st Precursor Intermediate to TDP 665759,SNORD83B,0
757000,WW-H1,MAPK8,0
757000,WW-H1,REC8,0
757000,WW-H1,MND1,0
757000,WW-H1,FDX1,0
757000,WW-H1,NEK11,0
757027,ETHINYL ESTRADIOL,FLT3,0
757027,ETHINYL ESTRADIOL,TYROBP,0
757027,ETHINYL ESTRADIOL,MPO,5
757027,ETHINYL ESTRADIOL,MIR658,0
757027,ETHINYL ESTRADIOL,RNASE2,0
757036,Fluorouracil,TYMS,230
757036,Fluorouracil,CWC15,0
757036,Fluorouracil,THYN1,0
757036,Fluorouracil,RPL5,1
757036,Fluorouracil,CDK7,5
757087,Nitrogen mustard,CWC15,0
757087,Nitrogen mustard,THYN1,0
757087,Nitrogen mustard,RPL5,0
757087,Nitrogen mustard,PSMA2,0
757087,Nitrogen mustard,C14orf166,0
757098,Melphalan,MAPK8,0
757098,Melphalan,THYN1,0
757098,Melphalan,CDK7,1
757098,Melphalan,TTK,1
757098,Melphalan,FDX1,0
757113,DL-Amethopterin,LINC01287,0
757113,DL-Amethopterin,PVALB,0
757113,DL-Amethopterin,IGLL5,0
757113,DL-Amethopterin,JCHAIN,0
757113,DL-Amethopterin,TLR7,0
757148,AZD-7762,LINC01287,0
757148,AZD-7762,IGLL5,0
757148,AZD-7762,PVALB,0
757148,AZD-7762,JCHAIN,0
757148,AZD-7762,HBG1,0
757149,Volasertib,LINC01287,0
757149,Volasertib,PVALB,0
757149,Volasertib,JCHAIN,0
757149,Volasertib,TLR7,0
757149,Volasertib,IGLL5,0
757306,malacid,MAPK8,0
757306,malacid,THYN1,0
757306,malacid,TTK,0
757306,malacid,CDK7,0
757306,malacid,CWC15,0
757334,Cpd-401,LINC01287,0
757334,Cpd-401,JCHAIN,0
757334,Cpd-401,PVALB,0
757334,Cpd-401,IGLL5,0
757334,Cpd-401,TLR7,0
757348,6-Thioguanine,MAPK8,0
757348,6-Thioguanine,THYN1,0
757348,6-Thioguanine,CDK7,0
757348,6-Thioguanine,TTK,0
757348,6-Thioguanine,CWC15,0
757384,Vinblastine,LINC01287,0
757384,Vinblastine,JCHAIN,0
757384,Vinblastine,PVALB,0
757384,Vinblastine,IGLL5,0
757384,Vinblastine,TLR7,1
757424,melbex,MIR5699,0
757424,melbex,MIR658,0
757424,melbex,MIR641,0
757424,melbex,IGLL5,0
757424,melbex,FLT3,0
757436,Cabozantinib,LINC01287,0
757436,Cabozantinib,PVALB,0
757436,Cabozantinib,JCHAIN,0
757436,Cabozantinib,IGLL5,0
757436,Cabozantinib,TLR7,0
757437,Salinomycin,LINC01287,0
757437,Salinomycin,JCHAIN,0
757437,Salinomycin,PVALB,0
757437,Salinomycin,IGLL5,0
757437,Salinomycin,TLR7,0
757438,PLX-4720,SH2D1A,0
757438,PLX-4720,CD3E,0
757438,PLX-4720,ZAP70,0
757438,PLX-4720,CD1E,0
757438,PLX-4720,ITK,0
757439,Neratinib,JCHAIN,0
757439,Neratinib,LINC01287,0
757439,Neratinib,PVALB,0
757439,Neratinib,IGLL5,0
757439,Neratinib,TLR7,0
757440,Deforolimius,MIR5699,0
757440,Deforolimius,JCHAIN,0
757440,Deforolimius,IGLL5,0
757440,Deforolimius,PVALB,0
757440,Deforolimius,LINC01287,0
757441,Axitinib,MIR641,0
757441,Axitinib,HPGDS,0
757441,Axitinib,MIR5699,0
757441,Axitinib,MIR6728,0
757441,Axitinib,MIR6807,0
757442,Intedanib,LINC01287,0
757442,Intedanib,PVALB,0
757442,Intedanib,TLR7,0
757442,Intedanib,IGLL5,0
757442,Intedanib,JCHAIN,0
757444,Barasertib,LINC01287,0
757444,Barasertib,JCHAIN,0
757444,Barasertib,PVALB,0
757444,Barasertib,IGLL5,0
757444,Barasertib,TLR7,0
757804,Etoposide,LINC01287,0
757804,Etoposide,JCHAIN,0
757804,Etoposide,PVALB,0
757804,Etoposide,IGLL5,0
757804,Etoposide,TLR7,0
758005,Sapitinib,MIR330,0
758005,Sapitinib,MIR6807,0
758005,Sapitinib,MIR6728,0
758005,Sapitinib,HPGDS,0
758005,Sapitinib,LGALS4,0
758007,Tivozanib,PVALB,0
758007,Tivozanib,IGLL5,0
758007,Tivozanib,JCHAIN,0
758007,Tivozanib,MIR641,0
758007,Tivozanib,SNORD83B,0
758186,Azacitidine,MAPK8,0
758186,Azacitidine,FDX1,1
758186,Azacitidine,MND1,0
758186,Azacitidine,REC8,0
758186,Azacitidine,THYN1,0
758230,Floxuridine,MAPK8,0
758230,Floxuridine,REC8,0
758230,Floxuridine,SH2D1A,0
758230,Floxuridine,ITK,0
758230,Floxuridine,ZAP70,0
758242,Tivantinib,IGLL5,0
758242,Tivantinib,PVALB,0
758242,Tivantinib,JCHAIN,0
758242,Tivantinib,LINC01287,0
758242,Tivantinib,MIR5699,0
758243,BMS-754807,LINC01287,0
758243,BMS-754807,PVALB,0
758243,BMS-754807,JCHAIN,0
758243,BMS-754807,IGLL5,0
758243,BMS-754807,TLR7,0
758244,tepotinib,LINC01287,0
758244,tepotinib,PVALB,0
758244,tepotinib,IGLL5,0
758244,tepotinib,JCHAIN,0
758244,tepotinib,TLR7,0
758246,Trametinib,LINC01287,0
758246,Trametinib,PVALB,0
758246,Trametinib,JCHAIN,0
758246,Trametinib,IGLL5,0
758246,Trametinib,TLR7,0
758247,Palbociclib,LINC01287,0
758247,Palbociclib,PVALB,0
758247,Palbociclib,JCHAIN,0
758247,Palbociclib,IGLL5,0
758247,Palbociclib,SNORD83B,0
758249,Pracinostat,PVALB,0
758249,Pracinostat,MIR641,0
758249,Pracinostat,JCHAIN,0
758249,Pracinostat,IGLL5,0
758249,Pracinostat,MIR5699,0
758250,SNS-314,PVALB,0
758250,SNS-314,JCHAIN,0
758250,SNS-314,IGLL5,0
758250,SNS-314,LINC01287,0
758250,SNS-314,HBG1,0
758251,Amonafide,MAPK8,0
758251,Amonafide,FDX1,0
758251,Amonafide,MND1,0
758251,Amonafide,THYN1,0
758251,Amonafide,REC8,0
758252,Carfilzomib,LINC01287,0
758252,Carfilzomib,PVALB,0
758252,Carfilzomib,IGLL5,1
758252,Carfilzomib,JCHAIN,0
758252,Carfilzomib,TLR7,0
758253,Homoharringtonine,LINC01287,0
758253,Homoharringtonine,TLR7,0
758253,Homoharringtonine,PVALB,0
758253,Homoharringtonine,JCHAIN,0
758253,Homoharringtonine,IGLL5,0
758254,Ixazomib citrate,LINC01287,0
758254,Ixazomib citrate,PVALB,0
758254,Ixazomib citrate,JCHAIN,0
758254,Ixazomib citrate,IGLL5,0
758254,Ixazomib citrate,TLR7,0
758255,Teniposide,LINC01287,0
758255,Teniposide,JCHAIN,0
758255,Teniposide,PVALB,0
758255,Teniposide,IGLL5,0
758255,Teniposide,TLR7,0
758256,PKI-587,LINC01287,0
758256,PKI-587,IGLL5,0
758256,PKI-587,PVALB,0
758256,PKI-587,JCHAIN,0
758256,PKI-587,HBG1,0
758257,LY-2606368,LINC01287,0
758257,LY-2606368,PVALB,0
758257,LY-2606368,IGLL5,0
758257,LY-2606368,JCHAIN,0
758257,LY-2606368,HBG1,0
758423,M-AMSA,MAPK8,0
758423,M-AMSA,REC8,0
758423,M-AMSA,MND1,0
758423,M-AMSA,SH2D1A,0
758423,M-AMSA,FDX1,0
758440,niclosamide (usan),MAPK8,0
758440,niclosamide (usan),REC8,0
758440,niclosamide (usan),NEK11,0
758440,niclosamide (usan),MND1,0
758440,niclosamide (usan),SH2D1A,0
758485,BX-912,PVALB,0
758485,BX-912,JCHAIN,0
758485,BX-912,LINC01287,0
758485,BX-912,IGLL5,0
758485,BX-912,HBG1,0
758487,Ponatinib,LINC01287,0
758487,Ponatinib,PVALB,0
758487,Ponatinib,JCHAIN,0
758487,Ponatinib,IGLL5,0
758487,Ponatinib,TLR7,0
758488,Lexibulin,LINC01287,0
758488,Lexibulin,PVALB,0
758488,Lexibulin,IGLL5,0
758488,Lexibulin,TLR7,0
758488,Lexibulin,JCHAIN,0
758489,Indibulin,ITK,0
758489,Indibulin,SH2D1A,0
758489,Indibulin,MIR142,0
758489,Indibulin,MIR2278,0
758489,Indibulin,MIR3198-1,0
758591,SGX-523,MIR330,0
758591,SGX-523,MIR6807,0
758591,SGX-523,MIR6728,0
758591,SGX-523,HPGDS,0
758591,SGX-523,MIR1296,0
758612,Bleomycin,MIR5699,0
758612,Bleomycin,MIR641,0
758612,Bleomycin,MIR7110,0
758612,Bleomycin,HPGDS,2
758612,Bleomycin,MIR6126,0
758645,Paclitaxel,LINC01287,0
758645,Paclitaxel,JCHAIN,0
758645,Paclitaxel,PVALB,0
758645,Paclitaxel,IGLL5,0
758645,Paclitaxel,TLR7,6
758662,Lovastatin,LINC01287,0
758662,Lovastatin,PVALB,0
758662,Lovastatin,JCHAIN,0
758662,Lovastatin,IGLL5,0
758662,Lovastatin,TLR7,0
758664,Rapamycin,MIR5699,0
758664,Rapamycin,JCHAIN,0
758664,Rapamycin,IGLL5,0
758664,Rapamycin,PVALB,1
758664,Rapamycin,LINC01287,0
758667,Teniposide,LINC01287,0
758667,Teniposide,JCHAIN,0
758667,Teniposide,PVALB,0
758667,Teniposide,IGLL5,0
758667,Teniposide,TLR7,0
758671,ANCITABINE HYDROCHLORIDE,SH2D1A,0
758671,ANCITABINE HYDROCHLORIDE,REC8,0
758671,ANCITABINE HYDROCHLORIDE,ITK,0
758671,ANCITABINE HYDROCHLORIDE,CD3E,0
758671,ANCITABINE HYDROCHLORIDE,ZAP70,0
758706,Simvastatin,LINC01287,0
758706,Simvastatin,JCHAIN,0
758706,Simvastatin,PVALB,0
758706,Simvastatin,IGLL5,0
758706,Simvastatin,TLR7,0
758773,Varbulin,MAPK8,0
758773,Varbulin,REC8,0
758773,Varbulin,MND1,0
758773,Varbulin,FDX1,0
758773,Varbulin,RBMS1,0
758774,Belinostat,MAPK8,0
758774,Belinostat,REC8,0
758774,Belinostat,SH2D1A,0
758774,Belinostat,MND1,0
758774,Belinostat,NEK11,0
758871,AZD-8055,HPGDS,0
758871,AZD-8055,MIR330,0
758871,AZD-8055,MIR6728,0
758871,AZD-8055,MIR6807,0
758871,AZD-8055,MIR641,0
758872,Saracatinib,LINC01287,0
758872,Saracatinib,PVALB,0
758872,Saracatinib,JCHAIN,0
758872,Saracatinib,IGLL5,0
758872,Saracatinib,TLR7,0
758873,ABT-737,LINC01287,0
758873,ABT-737,JCHAIN,0
758873,ABT-737,PVALB,0
758873,ABT-737,IGLL5,0
758873,ABT-737,TLR7,1
758896,Fluvastatin,MIR641,0
758896,Fluvastatin,MIR5699,0
758896,Fluvastatin,PVALB,0
758896,Fluvastatin,IGLL5,0
758896,Fluvastatin,MIR658,0
759094,ENMD-2076 Precursor,FLT3,0
759094,ENMD-2076 Precursor,MIR658,0
759094,ENMD-2076 Precursor,MPO,0
759094,ENMD-2076 Precursor,MIR5699,0
759094,ENMD-2076 Precursor,MIR2278,0
759095,JNJ-38877605,MIR330,0
759095,JNJ-38877605,MIR6807,0
759095,JNJ-38877605,MIR6728,0
759095,JNJ-38877605,HPGDS,0
759095,JNJ-38877605,MIR6126,0
759155,Doxorubicin,LINC01287,0
759155,Doxorubicin,JCHAIN,2
759155,Doxorubicin,PVALB,0
759155,Doxorubicin,IGLL5,2
759155,Doxorubicin,TLR7,12
759174,Vincristine,LINC01287,0
759174,Vincristine,JCHAIN,3
759174,Vincristine,PVALB,0
759174,Vincristine,IGLL5,2
759174,Vincristine,MIR5699,0
759195,Epirubicin,LINC01287,0
759195,Epirubicin,PVALB,0
759195,Epirubicin,JCHAIN,0
759195,Epirubicin,IGLL5,0
759195,Epirubicin,TLR7,1
759224,Idelalisib,PVALB,0
759224,Idelalisib,JCHAIN,0
759224,Idelalisib,IGLL5,0
759224,Idelalisib,LINC01287,0
759224,Idelalisib,HBG1,0
759263,Topotecan,LINC01287,0
759263,Topotecan,PVALB,0
759263,Topotecan,IGLL5,0
759263,Topotecan,JCHAIN,0
759263,Topotecan,TLR7,0
759274,ARSENIC TRIOXIDE,CWC15,0
759274,ARSENIC TRIOXIDE,PSMA2,0
759274,ARSENIC TRIOXIDE,C14orf166,0
759274,ARSENIC TRIOXIDE,RPL5,0
759274,ARSENIC TRIOXIDE,THYN1,0
759498,CYC-116,MIR5699,0
759498,CYC-116,FLT3,0
759498,CYC-116,MIR658,0
759498,CYC-116,MIR2278,0
759498,CYC-116,MIR3198-1,0
759614,6-Mercaptopurine,HPRT1,4
759614,6-Mercaptopurine,CWC15,0
759614,6-Mercaptopurine,THYN1,0
759614,6-Mercaptopurine,RPL5,0
759614,6-Mercaptopurine,CDK7,0
759657,Quisinostat,IGLL5,0
759657,Quisinostat,PVALB,0
759657,Quisinostat,JCHAIN,0
759657,Quisinostat,LINC01287,0
759657,Quisinostat,MIR5699,0
759658,6-(4-pyrimidinyl)-1H-indazole derivative,LINC01287,0
759658,6-(4-pyrimidinyl)-1H-indazole derivative,PVALB,0
759658,6-(4-pyrimidinyl)-1H-indazole derivative,JCHAIN,0
759658,6-(4-pyrimidinyl)-1H-indazole derivative,IGLL5,0
759658,6-(4-pyrimidinyl)-1H-indazole derivative,TLR7,0
759659,Navitoclax,MIR5699,0
759659,Navitoclax,JCHAIN,0
759659,Navitoclax,HPGDS,0
759659,Navitoclax,IGLL5,0
759659,Navitoclax,PVALB,0
759660,OSI-027,LINC01287,0
759660,OSI-027,PVALB,0
759660,OSI-027,JCHAIN,0
759660,OSI-027,IGLL5,0
759660,OSI-027,HBG1,0
759661,Dovitinib,MIR641,0
759661,Dovitinib,MIR5699,0
759661,Dovitinib,PVALB,0
759661,Dovitinib,IGLL5,0
759661,Dovitinib,HBG1,0
759675,KW-2449,SH2D1A,0
759675,KW-2449,ITK,0
759675,KW-2449,ZAP70,0
759675,KW-2449,MIR142,0
759675,KW-2449,CD3E,0
759676,PI-103,PVALB,0
759676,PI-103,JCHAIN,0
759676,PI-103,MIR5699,0
759676,PI-103,IGLL5,0
759676,PI-103,LINC01287,0
759677,Alisertib,LINC01287,0
759677,Alisertib,PVALB,0
759677,Alisertib,JCHAIN,0
759677,Alisertib,IGLL5,0
759677,Alisertib,TLR7,0
759850,Docetaxel,LINC01287,0
759850,Docetaxel,JCHAIN,0
759850,Docetaxel,PVALB,0
759850,Docetaxel,IGLL5,0
759850,Docetaxel,TLR7,0
759852,Vorinostat,HDAC2,114
759852,Vorinostat,CWC15,0
759852,Vorinostat,THYN1,0
759852,Vorinostat,CDK7,0
759852,Vorinostat,PARP2,0
759856,Gefitinib,MIR330,0
759856,Gefitinib,MIR6728,0
759856,Gefitinib,MIR6807,0
759856,Gefitinib,SOX10,4
759856,Gefitinib,HPGDS,0
759857,Clofarabine,IGLL5,0
759857,Clofarabine,MIR5699,0
759857,Clofarabine,PVALB,0
759857,Clofarabine,JCHAIN,0
759857,Clofarabine,MIR658,0
759877,Dasatinib,LINC01287,0
759877,Dasatinib,PVALB,0
759877,Dasatinib,IGLL5,0
759877,Dasatinib,JCHAIN,0
759877,Dasatinib,TLR7,2
759878,Irinotecan,LINC01287,0
759878,Irinotecan,PVALB,0
759878,Irinotecan,JCHAIN,0
759878,Irinotecan,IGLL5,0
759878,Irinotecan,TLR7,2
760087,VINORELBINE,LINC01287,0
760087,VINORELBINE,JCHAIN,0
760087,VINORELBINE,PVALB,0
760087,VINORELBINE,IGLL5,1
760087,VINORELBINE,TLR7,0
760143,Mocetinostat,MIR5699,0
760143,Mocetinostat,MIR658,0
760143,Mocetinostat,MIR3198-1,0
760143,Mocetinostat,MIR2278,0
760143,Mocetinostat,FLT3,0
760144,AT-9283,PVALB,0
760144,AT-9283,JCHAIN,0
760144,AT-9283,IGLL5,0
760144,AT-9283,LINC01287,0
760144,AT-9283,HBG1,0
760183,(+)-JQ1,LINC01287,0
760183,(+)-JQ1,PVALB,0
760183,(+)-JQ1,JCHAIN,0
760183,(+)-JQ1,IGLL5,1
760183,(+)-JQ1,TLR7,3
760419,Fenretinide,LINC01287,0
760419,Fenretinide,PVALB,0
760419,Fenretinide,JCHAIN,0
760419,Fenretinide,IGLL5,0
760419,Fenretinide,TLR7,0
760443,Copanlisib,LINC01287,0
760443,Copanlisib,PVALB,0
760443,Copanlisib,JCHAIN,0
760443,Copanlisib,IGLL5,0
760443,Copanlisib,TLR7,0
760444,Tipifarnib,HPGDS,0
760444,Tipifarnib,MIR641,0
760444,Tipifarnib,MIR330,0
760444,Tipifarnib,MIR6728,0
760444,Tipifarnib,MIR6807,0
760536,PF-04691502,JCHAIN,0
760536,PF-04691502,MIR641,0
760536,PF-04691502,PVALB,0
760536,PF-04691502,IGLL5,0
760536,PF-04691502,SNORD83B,0
760764,Voreloxin,LINC01287,0
760764,Voreloxin,PVALB,0
760764,Voreloxin,IGLL5,0
760764,Voreloxin,JCHAIN,0
760764,Voreloxin,TLR7,0
760765,BMS-690514,PVALB,0
760765,BMS-690514,JCHAIN,0
760765,BMS-690514,IGLL5,0
760765,BMS-690514,LINC01287,0
760765,BMS-690514,HBG1,0
760766,Vandetanib,MIR641,0
760766,Vandetanib,PVALB,0
760766,Vandetanib,JCHAIN,0
760766,Vandetanib,MIR5699,0
760766,Vandetanib,IGLL5,0
760841,Tandutinib,LINC01287,0
760841,Tandutinib,PVALB,0
760841,Tandutinib,JCHAIN,0
760841,Tandutinib,IGLL5,0
760841,Tandutinib,TLR7,0
760843,Motesanib,FLT3,0
760843,Motesanib,MIR330,0
760843,Motesanib,MIR6807,0
760843,Motesanib,MIR6728,0
760843,Motesanib,HPGDS,0
761068,Cabozantinib,REC8,0
761068,Cabozantinib,MAPK8,0
761068,Cabozantinib,SH2D1A,0
761068,Cabozantinib,NEK11,0
761068,Cabozantinib,HHIP-AS1,0
761069,AMG-900,LINC01287,0
761069,AMG-900,PVALB,0
761069,AMG-900,JCHAIN,0
761069,AMG-900,IGLL5,0
761069,AMG-900,TLR7,0
761070,VE-821,MAPK8,0
761070,VE-821,REC8,0
761070,VE-821,SH2D1A,0
761070,VE-821,NEK11,0
761070,VE-821,CD3E,0
761188,Rabusertib,PVALB,0
761188,Rabusertib,JCHAIN,0
761188,Rabusertib,LINC01287,0
761188,Rabusertib,IGLL5,0
761188,Rabusertib,SNORD83B,0
761189,Teglarinad,LINC01287,0
761189,Teglarinad,PVALB,0
761189,Teglarinad,JCHAIN,0
761189,Teglarinad,IGLL5,0
761189,Teglarinad,TLR7,0
761190,Panobinostat,LINC01287,0
761190,Panobinostat,PVALB,0
761190,Panobinostat,IGLL5,0
761190,Panobinostat,JCHAIN,0
761190,Panobinostat,MIR5699,0
761191,brigatinib,PVALB,0
761191,brigatinib,LINC01287,0
761191,brigatinib,IGLL5,0
761191,brigatinib,JCHAIN,0
761191,brigatinib,SNORD83B,0
761192,Pevonedistat,LINC01287,0
761192,Pevonedistat,PVALB,0
761192,Pevonedistat,JCHAIN,0
761192,Pevonedistat,IGLL5,0
761192,Pevonedistat,TLR7,0
761193,Silmitasertib,REC8,0
761193,Silmitasertib,SH2D1A,0
761193,Silmitasertib,CD3E,0
761193,Silmitasertib,ZAP70,0
761193,Silmitasertib,ITK,0
761194,CUDC-305,LINC01287,0
761194,CUDC-305,PVALB,0
761194,CUDC-305,JCHAIN,0
761194,CUDC-305,TLR7,0
761194,CUDC-305,IGLL5,0
761215,TAK-733,LINC01287,0
761215,TAK-733,PVALB,0
761215,TAK-733,JCHAIN,0
761215,TAK-733,IGLL5,0
761215,TAK-733,HBG1,0
761217,Avagacestat,LINC01287,0
761217,Avagacestat,PVALB,0
761217,Avagacestat,JCHAIN,0
761217,Avagacestat,IGLL5,0
761217,Avagacestat,TLR7,0
761387,CCT-128930,SH2D1A,0
761387,CCT-128930,ZAP70,0
761387,CCT-128930,ITK,0
761387,CCT-128930,CD3E,0
761387,CCT-128930,MIR142,0
761390,By-Product of CUDC-305,REC8,0
761390,By-Product of CUDC-305,MAPK8,0
761390,By-Product of CUDC-305,SH2D1A,0
761390,By-Product of CUDC-305,ITK,0
761390,By-Product of CUDC-305,CD3E,0
761431,Vemurafenib,SOX10,11
761431,Vemurafenib,PLP1,0
761431,Vemurafenib,C10orf90,0
761431,Vemurafenib,CD3E,0
761431,Vemurafenib,MIA,3
761691,SCH-1473759,LINC01287,0
761691,SCH-1473759,PVALB,0
761691,SCH-1473759,JCHAIN,0
761691,SCH-1473759,IGLL5,0
761691,SCH-1473759,TLR7,0
761692,MK-8033,PVALB,0
761692,MK-8033,IGLL5,0
761692,MK-8033,LINC01287,0
761692,MK-8033,JCHAIN,0
761692,MK-8033,HBG1,0
761693,Vertex ATR inhibitor Cpd 45,IGLL5,0
761693,Vertex ATR inhibitor Cpd 45,PVALB,0
761693,Vertex ATR inhibitor Cpd 45,LINC01287,0
761693,Vertex ATR inhibitor Cpd 45,JCHAIN,0
761693,Vertex ATR inhibitor Cpd 45,HBG1,0
761759,TAK-960 analog,LINC01287,0
761759,TAK-960 analog,TLR7,0
761759,TAK-960 analog,PVALB,0
761759,TAK-960 analog,IGLL5,0
761759,TAK-960 analog,JCHAIN,0
761760,BMS-536924,LINC01287,0
761760,BMS-536924,JCHAIN,0
761760,BMS-536924,PVALB,0
761760,BMS-536924,IGLL5,0
761760,BMS-536924,SNORD83B,0
761879,ITRI-260,SH2D1A,0
761879,ITRI-260,REC8,0
761879,ITRI-260,ITK,0
761879,ITRI-260,CD3E,0
761879,ITRI-260,ZAP70,0
761910,Ibrutinib,HPGDS,0
761910,Ibrutinib,MIR330,0
761910,Ibrutinib,MIR6728,0
761910,Ibrutinib,MIR6807,0
761910,Ibrutinib,MIR641,0
761931,KHK-Indazole,MAPK8,0
761931,KHK-Indazole,REC8,0
761931,KHK-Indazole,MND1,0
761931,KHK-Indazole,NEK11,0
761931,KHK-Indazole,SH2D1A,0
762151,TAK-901,LINC01287,0
762151,TAK-901,PVALB,0
762151,TAK-901,IGLL5,0
762151,TAK-901,JCHAIN,0
762151,TAK-901,TLR7,0
762152,ONX-0914,LINC01287,0
762152,ONX-0914,PVALB,0
762152,ONX-0914,IGLL5,0
762152,ONX-0914,JCHAIN,0
762152,ONX-0914,TLR7,2
762153,ST-3595,MAPK8,0
762153,ST-3595,THYN1,0
762153,ST-3595,CWC15,0
762153,ST-3595,CDK7,0
762153,ST-3595,TTK,0
762154,Des-fluoro-TAK-960,LINC01287,0
762154,Des-fluoro-TAK-960,TLR7,0
762154,Des-fluoro-TAK-960,PVALB,0
762154,Des-fluoro-TAK-960,IGLL5,0
762154,Des-fluoro-TAK-960,JCHAIN,0
762382,CH-5132799,FLT3,0
762382,CH-5132799,MIR658,0
762382,CH-5132799,RNASE2,0
762382,CH-5132799,MIR3198-1,0
762382,CH-5132799,MIR2278,0
762418,TAK Plk inhibitor,LINC01287,0
762418,TAK Plk inhibitor,JCHAIN,0
762418,TAK Plk inhibitor,PVALB,0
762418,TAK Plk inhibitor,IGLL5,0
762418,TAK Plk inhibitor,TLR7,0
762521,RO-4987655,LINC01287,0
762521,RO-4987655,PVALB,0
762521,RO-4987655,JCHAIN,0
762521,RO-4987655,IGLL5,0
762521,RO-4987655,TLR7,0
762673,SB-1317,LINC01287,0
762673,SB-1317,PVALB,0
762673,SB-1317,JCHAIN,0
762673,SB-1317,IGLL5,0
762673,SB-1317,TLR7,0
762831,MK-0752,SH2D1A,0
762831,MK-0752,ITK,0
762831,MK-0752,ZAP70,0
762831,MK-0752,CD1E,0
762831,MK-0752,CD3E,0
763444,PF-477736,LINC01287,0
763444,PF-477736,PVALB,0
763444,PF-477736,IGLL5,0
763444,PF-477736,JCHAIN,0
763444,PF-477736,TLR7,0
763526,Crenolanib,LINC01287,0
763526,Crenolanib,PVALB,0
763526,Crenolanib,JCHAIN,0
763526,Crenolanib,IGLL5,0
763526,Crenolanib,TLR7,0
763579,AT-13387,FLT3,0
763579,AT-13387,MIR658,0
763579,AT-13387,RNASE2,0
763579,AT-13387,MPO,0
763579,AT-13387,TYROBP,0
763930,AS-703569,LINC01287,0
763930,AS-703569,PVALB,0
