,786_0,A498,A549,ACHN,BT_549,CAKI_1,CCRF_CEM,COLO205,DU_145,EKVX,HCC_2998,HCT_116,HCT_15,HL_60,HOP_62,HOP_92,HS578T,HT29,IGROV1,KM12,K_562,LOXIMVI,M14,MALME_3M,MCF7,MDA_MB_231,MDA_MB_435,MDA_N,MOLT_4,NCI_ADR_RES,NCI_H226,NCI_H23,NCI_H322M,NCI_H460,NCI_H522,OVCAR_3,OVCAR_4,OVCAR_5,OVCAR_8,PC_3,RPMI_8226,RXF_393,SF_268,SF_295,SF_539,SK_MEL_2,SK_MEL_28,SK_MEL_5,SK_OV_3,SN12C,SNB_19,SNB_75,SR,SW_620,T47D,TK_10,U251,UACC_257,UACC_62,UO_31
HCC_2998,0.2595598587449417,0.30638412464222886,0.40344355524218256,0.2985052029232991,0.22163507135333138,0.30947752223490765,0.165420066267165,0.5656132682017951,0.3838200074930198,0.36472712369653504,0.9999999999999999,0.45927606276790955,0.6327309745329041,0.23112117013332834,0.3140862422212899,0.3074104807941128,0.122056731369523,0.62203162349438,0.3818628167150656,0.5807535118391443,0.3019304996756299,0.25798320951292864,0.16288051576979257,0.1749408032651748,0.4273849099055208,0.13052765400514,0.23062545262010092,0.22457031976215425,0.133154071683817,0.27598034420582096,0.2319759837299199,0.3567524723765878,0.47962118410857024,0.3234810646207329,0.23644412234945522,0.3792733190836205,0.3867443855446898,0.33723260215171924,0.308159555870155,0.3508757202541274,0.2555442251190445,0.20909474320555443,0.19173792472810347,0.25410934997468004,0.172461050471298,0.19057035788311616,0.18380391211118174,0.19613378246183322,0.33668106252416274,0.2758397766120697,0.17608560740431667,0.14429370229259775,0.29665942133453416,0.14701696223613625,0.3583946261205254,0.3574092437160995,0.22641684883587776,0.1913875911308185,0.20359083327302607,0.2703373089597534
HCT_116,0.3179698229164445,0.3050152309596311,0.4353474278438765,0.41508324373279026,0.24748261297150143,0.3865807155309062,0.2487286587532016,0.3806127997550418,0.43511356259839895,0.37152657503727093,0.45927606276790955,0.9999999999999999,0.5298250212805714,0.3428225027753016,0.3725323028849199,0.3738303928890564,0.19837164801159746,0.47322043143909387,0.4615248864428776,0.4945491694118257,0.3736383937460672,0.3860625862415129,0.22860242038927525,0.2206615603441775,0.4425939220354568,0.34176156888448894,0.28424907650251763,0.2946594965211281,0.23253273581455292,0.39566617007868266,0.35997869493686874,0.4311789444834345,0.42422131875037483,0.35068627490507853,0.36695757918203886,0.41740937810571555,0.4018412567972558,0.45119561122177,0.37156847711043506,0.3991149393411042,0.28891763325927244,0.2386263006668502,0.3162294337034124,0.338259615519909,0.23555794550073172,0.24554668822953352,0.23001681564285892,0.26823368187917374,0.36382360054472007,0.3928721854538545,0.2313718000775642,0.21043226198205334,0.30842290207766654,0.2911947241006957,0.37086800676750475,0.39072477920568993,0.3397014187132936,0.2504460467789903,0.2854231463438299,0.32378982149305124
HCT_15,0.32579760915096156,0.301028765823652,0.3992300836405068,0.35442265902929315,0.2466186257329831,0.36936337613588976,0.2033646256272149,0.4514336576371333,0.46338931630923486,0.4007972890624866,0.6327309745329041,0.5298250212805714,0.9999999999999999,0.2487840330230774,0.4161320885212496,0.3613196180201631,0.19017894845255878,0.5430937846222933,0.4626643242579995,0.5272639088180764,0.3424584257430704,0.29426233139514135,0.21970918090123892,0.21366311570201146,0.5253580826497583,0.1675962237556745,0.2924833097282318,0.2527145172368047,0.18656795907590007,0.32538237189794084,0.24706113403170327,0.4499748542348688,0.5075948124414487,0.32391316579915475,0.2967632268921514,0.45163461077417266,0.4649723632564223,0.3614866209923506,0.39591288009633163,0.3685016470836773,0.26957331852554034,0.2465653669325637,0.2807710599909842,0.30472786135739593,0.23797798290251693,0.2555248214906086,0.22996978848411453,0.24218210971551335,0.3908134489371883,0.3573792199776783,0.22155112087775408,0.2104599020669662,0.316579201903892,0.13349860594076246,0.4159464847390676,0.3957805847128296,0.2999649126496222,0.2283191769076346,0.2528404993075406,0.3459277536430989
HL_60,0.18648324108124192,0.18395425238094842,0.30828563277360943,0.23310010765000688,0.14827689988960735,0.23758832999594426,0.4823427143504251,0.2908551190794175,0.24058899083943974,0.18224730861912042,0.23112117013332834,0.3428225027753016,0.2487840330230774,0.9999999999999999,0.18114507315586137,0.2038717309768463,0.10951676978799119,0.26295848954323453,0.28582207314310404,0.29925980750048453,0.43685892428341877,0.28929813924630177,0.15937341862808108,0.14123683766838935,0.30800460940469565,0.3038552190604371,0.20520443510042274,0.2521924052749748,0.4691070828725227,0.24295290967863525,0.2648710712021429,0.2395173097868254,0.19062692144097293,0.25578939264298406,0.23451052819191487,0.25687266170866796,0.23250488728820362,0.31161997261189234,0.24160453103556923,0.16933465255460456,0.4532495795041418,0.12030217137472698,0.2901630695082579,0.23972441885195206,0.1374949055621122,0.15716751991668998,0.17566121346023666,0.1865016181703324,0.20540056262419693,0.2860972792000963,0.11113894152802317,0.12687894659856203,0.4842441167774144,0.30114102491315464,0.23686905185418372,0.21355665695148085,0.17711309455246682,0.2191936278279254,0.19141343209384365,0.15461930274403823
HOP_62,0.5012136080696566,0.3821650635420857,0.4089622613148509,0.46172167352741966,0.3653718871555762,0.5658947284186943,0.15427362304038073,0.19847772554504506,0.49896368858600626,0.4533950142971528,0.3140862422212899,0.3725323028849199,0.4161320885212496,0.18114507315586137,0.9999999999999999,0.6288166310277813,0.4039877823567558,0.2841975821227758,0.3708006991846582,0.29110190263389923,0.25527680074148706,0.4594853125942171,0.2558562906020182,0.2967698193473416,0.25513123657350223,0.3032662423935033,0.34128299428275866,0.28752095220651175,0.11409450318976844,0.4547348692354499,0.42966447575651834,0.4935668537124106,0.36994288174063217,0.32269984366859794,0.28388875086303667,0.37580980767698147,0.3736538247088651,0.40431088811174765,0.5229114251245026,0.5056062162244229,0.1734997561928041,0.4833733347649408,0.38247059451489895,0.5360473749765651,0.49407205632046036,0.3621473581860222,0.2812674920585715,0.2331425184825776,0.4414319211212886,0.5252511148660636,0.3309332613722258,0.3725371010640397,0.1825289188695297,0.08588613841652909,0.22973904018837332,0.49914595417426466,0.46661857111039673,0.2357251058262937,0.31768077866740974,0.5988541088491737
HOP_92,0.4587569908961904,0.3961481705896136,0.36000274288368095,0.4442951649537066,0.38782951672500043,0.5117209515345952,0.1586205642036168,0.2090520591986127,0.465951437712402,0.4036561150067237,0.3074104807941128,0.3738303928890564,0.3613196180201631,0.2038717309768463,0.6288166310277813,0.9999999999999999,0.39116360825803287,0.2902070452491573,0.3562009868647855,0.2784250042996105,0.260038554855227,0.4717580977254795,0.26577719594641225,0.3493303885061604,0.23206267779375123,0.3255565750233881,0.36151707534114863,0.33686690587539725,0.10769512335451337,0.4372410199471394,0.3976477305325151,0.45526541202051773,0.3284293000644305,0.325896932001712,0.25415116763857437,0.3180748759643809,0.3598957809317551,0.4047618989638656,0.4768032928936037,0.471960399840086,0.2052357841096628,0.5146455559569121,0.3434877123141502,0.4892401174461509,0.4830969619100307,0.36929847353006895,0.30343977157166846,0.23343017725685977,0.3948320448728373,0.5066405900025487,0.31955104378612387,0.38151755582285873,0.2168769800392033,0.09312037805260154,0.23141522408654402,0.48212639671797897,0.42025885709101596,0.26448858925438945,0.3479044597133534,0.49516747604728595
HS578T,0.3833175559405366,0.35893058811206524,0.2874922797921853,0.3442524663796863,0.4672741871390489,0.42323481320315803,0.0663824046324355,0.08881359664869526,0.30701297336732225,0.31842030982914704,0.122056731369523,0.19837164801159746,0.19017894845255878,0.10951676978799119,0.4039877823567558,0.39116360825803287,0.9999999999999999,0.10622251561449797,0.25217525751982095,0.14238951166110447,0.1563410883327454,0.4004092396775628,0.22109716104866672,0.23481108591342115,0.1654819796511351,0.18645617571822393,0.29295505456382287,0.31199633627817736,0.07282960962736162,0.30742572456534045,0.4138152377900959,0.3153046103067525,0.1637195886945656,0.2916531059698919,0.2119767628914202,0.26496894979111685,0.2920597717533474,0.213990204458251,0.4094686332575961,0.32257998314571457,0.14152700642734428,0.4666995681868862,0.455328334236622,0.4815540234254728,0.6032692131920772,0.24814228349469292,0.23047347098838333,0.18997247487005287,0.3236505979565909,0.38988555664109026,0.3558257968035756,0.5411890769881068,0.13839114527181617,0.01034336947205966,0.1432641219479701,0.3218165237511802,0.3791858022573614,0.18799638751180148,0.2922233666619365,0.38136129356818405
HT29,0.25172042568705744,0.3070974931580619,0.3925108178151242,0.338662253185284,0.21724887619238253,0.32190829302717705,0.1975695600507128,0.5954445561015713,0.38002641319591,0.3249432527223822,0.62203162349438,0.47322043143909387,0.5430937846222933,0.26295848954323453,0.2841975821227758,0.2902070452491573,0.10622251561449797,0.9999999999999999,0.3654038755953868,0.5648582913256044,0.2903385402673808,0.28541912058081487,0.1625248606330686,0.12864484848921476,0.39932224437151675,0.1808608508778884,0.19709632804990096,0.22016611782992312,0.19887949885242817,0.2701175478430836,0.28538154128634796,0.29861148187103637,0.4551731521752863,0.3197438023425563,0.2010889142196901,0.38071906732876803,0.40468812565371437,0.39348076442524105,0.2902686511146326,0.3092318883544908,0.25521657063484504,0.20268388593592435,0.24046408167870548,0.23271843058739172,0.15323428536175654,0.1557298347521976,0.14917081753054118,0.15461199177806817,0.3379348573088121,0.28940716229809116,0.13219436821957808,0.13281465762497324,0.3312031051263322,0.16893191386550244,0.3757916971804396,0.3343934075960102,0.22731520268154426,0.1684669888157434,0.17419338074313317,0.2548868044935523
IGROV1,0.38695878307489107,0.40645137882852445,0.48233022519764046,0.4459278032907814,0.25701568885130743,0.4978310377053673,0.21617429701227164,0.3234094617607619,0.46015313533813884,0.4279137520557993,0.3818628167150656,0.4615248864428776,0.4626643242579995,0.28582207314310404,0.3708006991846582,0.3562009868647855,0.25217525751982095,0.3654038755953868,0.9999999999999999,0.4144279505150027,0.40958439359950927,0.36297058829266926,0.19082475023757894,0.2307234592434264,0.3854130308571997,0.27386817747777736,0.29015837035326697,0.2718852396075596,0.22205798656794018,0.3577824890117667,0.3342209298459927,0.43221106467362247,0.39540326665544057,0.3497590039560442,0.3151965226759996,0.5103678051078024,0.5372018063707245,0.3511183435900379,0.42331365987627956,0.357760735031749,0.2350809760726923,0.33392143745983716,0.3866372368231288,0.3076325413112533,0.283985844637058,0.24848124857373344,0.24001468898457423,0.22045593252639828,0.5604895765365095,0.4060800242009287,0.232207387081241,0.24800561965763646,0.3007792801435496,0.21182951142963768,0.3423619510600989,0.4515342619144719,0.34154038172736023,0.2647414711831786,0.2901283455613122,0.41511483538518357
KM12,0.25865865037063873,0.27104991888372976,0.42545665120823317,0.2979974254779182,0.20023120776159498,0.3071932034050051,0.20828014153965868,0.6123942576452651,0.38200056291118,0.32915607173960404,0.5807535118391443,0.4945491694118257,0.5272639088180764,0.29925980750048453,0.29110190263389923,0.2784250042996105,0.14238951166110447,0.5648582913256044,0.4144279505150027,0.9999999999999999,0.32256856465061656,0.28373384396727286,0.15930137191838822,0.15560722646404546,0.4284550236669099,0.2437937834069992,0.2312721412002008,0.257573248913625,0.21128620028150735,0.25826369941265204,0.2622036706407427,0.3118225204702294,0.44453602603042663,0.31663554766065816,0.21853918924127347,0.3914349774898521,0.3727824048491051,0.3693767903639229,0.29011454061506314,0.37447792216802933,0.2875309316181539,0.16721815376012028,0.28366618988976344,0.24964314159320034,0.15477334599847736,0.18425431489577804,0.18049619007026907,0.18546790223778498,0.3579400929997386,0.2875916094513832,0.17236219972720945,0.14551203673712487,0.3131057292514686,0.2722102459148329,0.3856502285010157,0.32809861679021346,0.2375737039290733,0.2082528497203351,0.2186714186229255,0.2495590598649966
K_562,0.23203435078964674,0.24466356544709522,0.35141432928211835,0.24850214648669022,0.1744781698449578,0.28198118136489003,0.3560140466048284,0.2916013593682927,0.3336052474972925,0.26820643786237985,0.3019304996756299,0.3736383937460672,0.3424584257430704,0.43685892428341877,0.25527680074148706,0.260038554855227,0.1563410883327454,0.2903385402673808,0.40958439359950927,0.32256856465061656,0.9999999999999999,0.34148469772594814,0.17550774382357837,0.1802545263050802,0.3696797438221504,0.209194055476859,0.274680299233345,0.28262045504740985,0.33523995065871515,0.27320022176662495,0.20706274613283704,0.3411263586306018,0.2552194715452437,0.3108631275794328,0.26100200443918986,0.33186815213820087,0.2988144404694132,0.21991232319218212,0.32840920516549443,0.22824811179803062,0.34892769580785554,0.16658363020767109,0.3116246107724392,0.2582393937799671,0.18089176587998768,0.24180669917834774,0.224392259404397,0.23202306148482432,0.28834935188169775,0.3464763395940613,0.12912308434019726,0.1551557217757934,0.4271498907810025,0.19377121973853917,0.2673072584730304,0.2686479243719406,0.24115938195478515,0.28608073788369726,0.28225269594375335,0.1992817566323699
LOXIMVI,0.42399460349908247,0.39231509198771664,0.3892210167081871,0.42172834055526887,0.3918916844523129,0.4837116077429122,0.22792352958618367,0.22730457617190225,0.40240926260282406,0.35550583592771656,0.25798320951292864,0.3860625862415129,0.29426233139514135,0.28929813924630177,0.4594853125942171,0.4717580977254795,0.4004092396775628,0.28541912058081487,0.36297058829266926,0.28373384396727286,0.34148469772594814,0.9999999999999999,0.29302111813503573,0.29549691747839146,0.24888730367683165,0.3282591624943869,0.40052162670724456,0.3935249960941416,0.22693375989670284,0.40699225976639,0.48192354406507976,0.425930230825988,0.2959499803650546,0.3359798350504398,0.2689497531892956,0.3206503820972546,0.3032396910820844,0.32924288874936813,0.46022610015429344,0.4323684787140645,0.22920795568428476,0.4053242370398119,0.4789597132355313,0.48455050754278106,0.433833165448793,0.3639398399523447,0.33359450505676824,0.2767536103946088,0.3769977248451156,0.5449799497335692,0.2749514628123447,0.34372417393205235,0.2884903197120914,0.16362406002215446,0.203270527481484,0.4269966231344676,0.41186482948599046,0.3247831369649268,0.41337491336208465,0.42066313309075143
M14,0.23581848132725658,0.2122438751749346,0.21080465377327073,0.25265587990498695,0.25646306089208715,0.2575023596578907,0.1242267046486275,0.1550450225108645,0.22240415669195546,0.1968891041475448,0.16288051576979257,0.22860242038927525,0.21970918090123892,0.15937341862808108,0.2558562906020182,0.26577719594641225,0.22109716104866672,0.1625248606330686,0.19082475023757894,0.15930137191838822,0.17550774382357837,0.29302111813503573,0.9999999999999999,0.4846187132319255,0.19687563404597308,0.07081369982241353,0.6125054463565488,0.5608776796112859,0.14803314244486865,0.19384004498207164,0.19662658043453407,0.28410332718676223,0.1431683410296657,0.2273035791324033,0.2104918045195584,0.16821773127193118,0.18634673430077697,0.20690071013939915,0.2470257987893737,0.20179766286147027,0.1737406056274282,0.20591653610117422,0.23380284864796108,0.33058144890301544,0.24090928130538758,0.4822811127730099,0.595532004228456,0.47949887377142164,0.1789836725549625,0.2442905373256351,0.24224667562154845,0.31352491056573784,0.19036746254029935,0.0,0.13439036621219314,0.2262281561054057,0.2659312736633257,0.44779869675856976,0.5198556363771111,0.19599224745226929
MALME_3M,0.21812672352480755,0.20452120711530875,0.20771179716555466,0.24952330752163854,0.22843261481940846,0.2758719375295282,0.12217130327321957,0.12209659038383858,0.22652778009832286,0.23310998660730786,0.1749408032651748,0.2206615603441775,0.21366311570201146,0.14123683766838935,0.2967698193473416,0.3493303885061604,0.23481108591342115,0.12864484848921476,0.2307234592434264,0.15560722646404546,0.1802545263050802,0.29549691747839146,0.4846187132319255,0.9999999999999999,0.1699380746883591,0.1290482004811344,0.5406671528030319,0.48167815934148217,0.08550697605825253,0.21428875551453297,0.19908186419947238,0.30385506655542327,0.1484548299256434,0.2128996612571029,0.19426765809152258,0.18713764429265178,0.2019176185418663,0.19776739114116848,0.23902991652265815,0.2453968604357788,0.14697760421788952,0.2567692218751271,0.2075695150036012,0.29774083947074126,0.2709352009158752,0.5521318426326235,0.6829921455549163,0.452940689933106,0.20424162354630426,0.25063792684835595,0.2585697880270216,0.3360303692412251,0.1551455230908848,0.0450813712315678,0.16642983509003761,0.2468233463021826,0.27308604655057944,0.5916020034080416,0.5765547258799124,0.24709505243241492
MCF7,0.24284454995833138,0.2651316911800886,0.4062812603060203,0.2947397168885978,0.1944366242728326,0.2901216071320093,0.21280552903118422,0.3986001450701201,0.38747670696240644,0.32926643924968124,0.4273849099055208,0.4425939220354568,0.5253580826497583,0.30800460940469565,0.25513123657350223,0.23206267779375123,0.1654819796511351,0.39932224437151675,0.3854130308571997,0.4284550236669099,0.3696797438221504,0.24888730367683165,0.19687563404597308,0.1699380746883591,0.9999999999999999,0.14711700088037938,0.24609495750044175,0.2485550336454616,0.24224464776085963,0.25333006246970735,0.21789533001782757,0.39944504722009744,0.39525093015279933,0.34424868942262854,0.30227061467123484,0.42624811610004665,0.3865453081094613,0.30256064318693476,0.3255109285136699,0.2699416556606752,0.2880467892654025,0.15084479904447534,0.29310038313895537,0.24803084002772136,0.17303609295447409,0.1952907336743943,0.2023963562520652,0.25271993154087946,0.2887014920050939,0.29652420860882533,0.16916127841559891,0.17364331215998374,0.3428121140268209,0.13868792666400265,0.5808064830057653,0.30707907081853647,0.23258637321403886,0.2322467301889194,0.22998051928858765,0.21739015503085812
