,NSC,CID,SMILES,MECHANISM,NAME
14932,708546,398577,CN(CCN1CCCC1)CCN(C)CC2=CC(=C(C=C2)Cl)Cl.Br,Other,"N'-[(3,4-dichlorophenyl)methyl]-N,N'-dimethyl-N-(2-pyrrolidin-1-ylethyl)ethane-1,2-diamine;hydrobromide"
14933,708548,398581,CN(CCCN1CCCC1)CCCN(C)CCC2=CC(=C(C=C2)Cl)Cl.Br,Other,"N'-[2-(3,4-dichlorophenyl)ethyl]-N,N'-dimethyl-N-(3-pyrrolidin-1-ylpropyl)propane-1,3-diamine;hydrobromide"
14934,708550,398585,CN(CCC1=CC(=C(C=C1)Cl)Cl)CCN(C)CCN2CCCC2.Br,Other,"N-[2-(3,4-dichlorophenyl)ethyl]-N,N'-dimethyl-N'-(2-pyrrolidin-1-ylethyl)ethane-1,2-diamine;hydrobromide"
14935,708551,398587,CN(CCCN(C)CC1=CC(=C(C=C1)Cl)Cl)CCN2CCCC2.Br,Other,"N'-[(3,4-dichlorophenyl)methyl]-N,N'-dimethyl-N-(2-pyrrolidin-1-ylethyl)propane-1,3-diamine;hydrobromide"
14936,708559,398603,CN(CCCN1CCCC1)CCCN(C)C(=O)CC2=CC(=C(C=C2)Cl)Cl.C(=O)(C(=O)O)O,Other,"Benzeneacetamide,4-dichloro-N-methyl-N-[3-[(methyl)[3-(1-pyrrolidinyl)propyl]amino]propyl]-, diethanedioate (dioxalate)"
14937,708560,398605,C1CCN(CC1)CCCN2CCN(CC2)CCCNC(=O)CC3=CC(=C(C=C3)Cl)Cl.C(=O)(C(=O)O)O,Other,"2-(3,4-dichlorophenyl)-N-[3-[4-(3-piperidin-1-ylpropyl)piperazin-1-yl]propyl]acetamide;oxalic acid"
14938,708562,398608,CN(CCCCN1CCCC1)CCCN(C)C(=O)CC2=CC(=C(C=C2)Cl)Cl.C(=O)(C(=O)O)O,Other,"2-(3,4-dichlorophenyl)-N-methyl-N-[3-[methyl(4-pyrrolidin-1-ylbutyl)amino]propyl]acetamide;oxalic acid"
14939,708563,398610,CN(CCCCN1CCCC1)CCCCN(C)C(=O)CC2=CC(=C(C=C2)Cl)Cl.C(=O)(C(=O)O)O,Other,"2-(3,4-dichlorophenyl)-N-methyl-N-[4-[methyl(4-pyrrolidin-1-ylbutyl)amino]butyl]acetamide;oxalic acid"
14940,708564,398612,CN(CCN1CCCC1)CCN(C)CCN(C)C(=O)CC2=CC(=C(C=C2)Cl)Cl.C(=O)(C(=O)O)O,Other,"2-(3,4-dichlorophenyl)-N-methyl-N-[2-[methyl-[2-[methyl(2-pyrrolidin-1-ylethyl)amino]ethyl]amino]ethyl]acetamide;oxalic acid"
14941,708594,398627,CN1C=C(C(=O)N(C1=O)C)C=C(C#N)C#N,Other,"2-[(1,3-Dimethyl-2,4-dioxopyrimidin-5-yl)methylidene]propanedinitrile"
14942,708595,398628,C1=C(C(=O)NC(=O)N1)C=C(C#N)C#N,Other,"2-[(2,4-dioxo-1H-pyrimidin-5-yl)methylidene]propanedinitrile"
14943,708781,398631,CC1=C(N2C(=C1C#N)N=NN(C2=O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,Other,"2-Methyl-3-phenyl-5-(4-chlorophenyl)-4-oxo-4,5-dihydro-3a,5,6,7-tetraaza-3aH-indene-1-carbonitrile"
14944,708782,398632,CC1=C(N2C(=C1C#N)N=NN(C2=O)C3=CC(=CC=C3)Cl)C4=CC=CC=C4,Other,"2-Methyl-3-phenyl-5-(3-chlorophenyl)-4-oxo-4,5-dihydro-3a,5,6,7-tetraaza-3aH-indene-1-carbonitrile"
14945,708785,398635,CC1=C(C(=C2N1C(=O)N(N=N2)C3=CC=C(C=C3)Cl)C#N)C4=CC=CC=C4,Other,"2-Phenyl-3-methyl-5-(4-chlorophenyl)-4-oxo-4,5-dihydro-3a,5,6,7-tetraaza-3aH-indene-1-carbonitrile"
14946,708787,398637,CC1=C(C(=C2N1C(=O)N(N=N2)C3=CC=C(C=C3)[N+](=O)[O-])C#N)C4=CC=CC=C4,Other,"6-Methyl-3-(4-nitrophenyl)-4-oxo-7-phenylpyrrolo[2,1-d][1,2,3,5]tetrazine-8-carbonitrile"
14947,708788,398638,CC1=C(C(=C2N1C(=O)N(N=N2)C3CCCCC3)C#N)C4=CC=CC=C4,Other,"3-Cyclohexyl-6-methyl-4-oxo-7-phenylpyrrolo[2,1-d][1,2,3,5]tetrazine-8-carbonitrile"
14948,708789,398639,CC1=C(C(=C2N1C(=O)N(N=N2)C3=CC=C(C=C3)OC)C#N)C4=CC=CC=C4,Other,"3-(4-Methoxyphenyl)-6-methyl-4-oxo-7-phenylpyrrolo[2,1-d][1,2,3,5]tetrazine-8-carbonitrile"
14949,708791,398641,COC1=CC2=C(C=C1)C3=C(C(=C(C=C3C(=O)C2=O)O)OC)OC,Other,Bulbophyllanthrone
14950,708804,398645,C1CN2CCNCCN(CCN1)CC2,Other,"1,4,7,10-Tetraazabicyclo[5.5.2]tetradecane"
14951,708806,398647,C1CN2CCN(CCN1CCN(CC2)CC3=CC=CC=C3)CC4=CC=CC=C4,Other,"1,4,7,10-Tetraazabicyclo[5.5.2]tetradecane, 4,10-bis(phenylmethyl)-"
14952,708807,398648,C1CNCCN2CCCNCCN(C1)CC2,Other,"1,4,8,11-Tetraazabicyclo[6.6.2]hexadecane"
14953,708808,398649,C1CN2CCN(CCCN(CC2)CC3=CC=CC=C3)CCN(C1)CC4=CC=CC=C4,Other,"1,4,8,11-Tetraazabicyclo[6.6.2]hexadecane, 4,11-bis(phenylmethyl)-"
14954,708809,398650,CN1CCCN2CCN(CCN(CC1)CC2)C,Other,"4,10-Ethano-1,7-dimethyl-1,4,7,10-tetraazacyclotridecane"
14955,708810,398651,C1COCCN1CCN2C=C(C3=CC=CC=C32)C(=O)C4=CC=C(C5=CC=CC=C54)N,Other,(4-Aminonaphthalen-1-yl)-[1-(2-morpholin-4-ylethyl)indol-3-yl]methanone
14956,708814,398656,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=C(C=C3)Cl)CCNC(=O)OCC4=CC=CC=C4,Other,"benzyl N-[2-[7-chloro-5-(4-chlorophenyl)-2-oxo-3H-1,4-benzodiazepin-1-yl]ethyl]carbamate"
14957,708815,398657,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=C(C=C3)Cl)CCN.Cl,Other,"1-(2-aminoethyl)-7-chloro-5-(4-chlorophenyl)-3H-1,4-benzodiazepin-2-one;hydrochloride"
14958,708822,5471112,CCC(CC)NC(=O)C1=CC=C(C=C1)C(C2=CC(=CC=C2)OC)N3CC(N(CC3C)CC=C)C.Cl,Other,"4-[(R)-[(2S,5R)-2,5-dimethyl-4-prop-2-enylpiperazin-1-yl]-(3-methoxyphenyl)methyl]-N-pentan-3-ylbenzamide;hydrochloride"
14959,708824,398674,CC1CN(C(CN1C(C2=CC=C(C=C2)C(=O)N3CCCCC3)C4=CC(=CC=C4)OC)C)CC=C.C(=O)(C(=O)O)O,Other,"[4-[(S)-[(2S,5R)-2,5-dimethyl-4-prop-2-enylpiperazin-1-yl]-(3-methoxyphenyl)methyl]phenyl]-piperidin-1-ylmethanone;oxalic acid"
14960,708830,398681,CN1C(=O)CN=C(C2=C1C=CC(=C2)N=C=S)C3=CC=CC=C3F,Other,"5-(2-fluorophenyl)-7-isothiocyanato-1-methyl-3H-1,4-benzodiazepin-2-one"
14961,708837,398688,CN1CCC23C4C5(C=CC2(C1CC6=C3C(=C(C=C6)OC)O4)C7C5C(=O)NNC7=O)OC,Other,"(14R)-11,15-dimethoxy-5-methyl-13-oxa-5,18,19-triazaheptacyclo[13.6.2.12,8.01,6.02,14.016,21.012,24]tetracosa-8(24),9,11,22-tetraene-17,20-dione"
14962,708846,398700,CCN(CC)CCN1C2=CC(=C(C(=C2N=C1CC3=CC=C(C=C3)OCC)Br)N)Br.Cl,Other,"4,6-Dibromo-1-[2-(diethylamino)ethyl]-2-[(4-ethoxyphenyl)methyl]benzimidazol-5-amine;hydrochloride"
14963,708852,6712746,CC12C3=CC=CC=C3C(N1C(=O)OC(C)(C)C)CC4=C2C=C(C=C4)N,Other,"tert-butyl (1S,9R)-4-amino-1-methyl-16-azatetracyclo[7.6.1.02,7.010,15]hexadeca-2(7),3,5,10,12,14-hexaene-16-carboxylate"
14964,708854,398710,C[Si](C)(C)OC1CCC(CC1)(C2=CC3=CC=CC=C3S2)N4CCCCC4,Other,[4-(1-Benzothiophen-2-yl)-4-piperidin-1-ylcyclohexyl]oxy-trimethylsilane
14965,708857,398713,COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C3=CC=C(O3)[N+](=O)[O-],Other,N-[4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl]-5-nitrofuran-2-carboxamide
14966,708858,398714,C1CCC(CC1)(C2=CC=C(S2)Br)N3CCCCC3.Cl,Other,1-[1-(5-Bromothiophen-2-yl)cyclohexyl]piperidine;hydrochloride
14967,708924,398788,CN1CCC2=CC(=C(C3=C4C=C(C(=CC4=CC1=C23)OC)OC)OC)OC,Other,Dehydroglaucine
14968,708929,398793,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,Other,CID 398793
14969,708931,398795,CC(C)C(=C)CCC(C)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)CO)O)C,Other,"24-Methylenecholesta-5,5alpha,6beta,19-tetraol"
14970,708935,398799,CC(C1CCC2C1(CCC3C2C4C(O4)C5(C3(C(=O)C=CC5)C)O)C)C6CC(C(C(O6)O)(C)O)(C)O,Other,"(1S,2S,4S,5R,10R,11S,14R,15R,18S)-5-hydroxy-10,14-dimethyl-15-[(1S)-1-(4,5,6-trihydroxy-4,5-dimethyloxan-2-yl)ethyl]-3-oxapentacyclo[9.7.0.02,4.05,10.014,18]octadec-7-en-9-one"
14971,708936,398800,CC1C2C(CC3(C2(CCC45C3=CCC6C4(C5)CCC(C6(C)C)OC7C(C(C(CO7)O)O)O)C)C)OC8(C1OC(C8O)(C)C)O,Other,"2-[[(1R,5R,7S,10R,12R,15R,16R,17S,18R,21R,22R,24S)-21,22-dihydroxy-1,6,6,15,17,20,20-heptamethyl-19,23-dioxaheptacyclo[13.10.0.02,12.05,10.010,12.016,24.018,22]pentacos-2-en-7-yl]oxy]oxane-3,4,5-triol"
14972,708962,6712750,CCCC(C)(C1CC23C=CC1(C4C25CCN(C3CC6=C5C(=C(C=C6)OC)O4)CCN)OC)O,Other,"2-[(2R,6S,14S)-5-(2-aminoethyl)-11,15-dimethoxy-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11,18-tetraen-16-yl]pentan-2-ol"
14973,708980,398842,C1CCN(C1)CCN(C=O)C2CCC3=CC(=C(C=C3C2)Cl)Cl.Br,Other,"N-(6,7-dichloro-1,2,3,4-tetrahydronaphthalen-2-yl)-N-(2-pyrrolidin-1-ylethyl)formamide;hydrobromide"
14974,708981,398844,CCOC(=O)N(C)CCC1CC=CC(=O)C1C2=C(C(=CC=C2)OC)OC,Other,"ethyl N-[2-[6-(2,3-dimethoxyphenyl)-5-oxocyclohex-3-en-1-yl]ethyl]-N-methylcarbamate"
14975,708983,398847,CN1CCC23CC1CC(=O)C2OC4=C3C=C(C=C4OC)Br,Other,"(9R)-4-bromo-6-methoxy-13-methyl-8-oxa-13-azatetracyclo[10.3.1.01,9.02,7]hexadeca-2(7),3,5-trien-10-one"
14976,708987,54611514,CN(C1CCCCC1N2CCCC2)C(=O)CC3=C(C=C(C=C3)Cl)Cl.C(=CC(=O)O)C(=O)O,Other,"(E)-but-2-enedioic acid;2-(2,4-dichlorophenyl)-N-methyl-N-[(1R,2S)-2-pyrrolidin-1-ylcyclohexyl]acetamide"
14977,709001,398849,COC1=C(C=C2C(N(CCC2=C1)C(=O)NCCC3=CC=CC=C3)CC4=CC(=C(C=C4)OCC5=CC=CC=C5)OCC6=CC=CC=C6)O,Other,"1-[[3,4-bis(phenylmethoxy)phenyl]methyl]-7-hydroxy-6-methoxy-N-(2-phenylethyl)-3,4-dihydro-1H-isoquinoline-2-carboxamide"
14978,709079,9572225,C1=CC(=CC=C1NN=C(C2=NC=CN=C2)N)Cl,Other,N'-(4-chloroanilino)pyrazine-2-carboximidamide
14979,709080,9572226,C1=CC(=CC=C1C(=O)O)NN=C(C2=NC=CN=C2)N,Other,4-[(2Z)-2-[amino(pyrazin-2-yl)methylidene]hydrazinyl]benzoic acid
14980,709085,9572231,C1=CC(=CC(=C1)Cl)NN=C(C2=CN=CC=C2)N,Other,N'-(3-chloroanilino)pyridine-3-carboximidamide
14981,709089,9575101,C1=CC=C2C(=C1)C=C(S2)C=NN=C(C3=NC=CN=C3)N,Other,N'-[(E)-benzothiophen-2-ylmethyleneamino]pyrazine-2-carboxamidine
14982,709090,9575105,C1=CC=C2C(=C1)N=C(O2)C=NN=C(C3=NC=CN=C3)N,Other,"N'-[(E)-1,3-benzoxazol-2-ylmethyleneamino]pyrazine-2-carboxamidine"
14983,709091,398870,C1CCC2(CC1)N=C(NN2C3=NC4=CC=CC=C4S3)C5=CC=CC=N5,Other,"2-(3-Pyridin-2-yl-1,2,4-triazaspiro[4.5]dec-3-en-1-yl)-1,3-benzothiazole"
14984,709096,54611541,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C=CC=CC2=CC=CC=C2,Other,"(2E,4E)-1-(3,5-ditert-butyl-4-hydroxyphenyl)-5-phenylpenta-2,4-dien-1-one"
14985,709098,5471154,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C=CC2=C(C(=C(C=C2)O)O)O,Other,"(E)-1-(3,5-ditert-butyl-4-hydroxyphenyl)-3-(2,3,4-trihydroxyphenyl)prop-2-en-1-one"
14986,709099,5471155,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C=CC2=C(C=CC=C2Cl)Cl,Other,"(E)-1-(3,5-ditert-butyl-4-hydroxyphenyl)-3-(2,6-dichlorophenyl)prop-2-en-1-one"
14987,709100,5471156,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C=CC2=CC(=C(C=C2)OC)OC,Other,"(E)-1-(3,5-ditert-butyl-4-hydroxyphenyl)-3-(3,4-dimethoxyphenyl)prop-2-en-1-one"
14988,709101,5471157,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C=CC2=CC=C(C=C2)N(C)C,Other,"(E)-1-(3,5-ditert-butyl-4-hydroxyphenyl)-3-[4-(dimethylamino)phenyl]prop-2-en-1-one"
14989,709102,5471158,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C=CC2=CC3=C(C=C2)OCO3,Other,"(E)-3-(1,3-benzodioxol-5-yl)-1-(3,5-ditert-butyl-4-hydroxyphenyl)prop-2-en-1-one"
14990,709103,5471159,CCN(CC)C1=CC=C(C=C1)C=CC(=O)C2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,Other,"(E)-1-(3,5-ditert-butyl-4-hydroxyphenyl)-3-[4-(diethylamino)phenyl]prop-2-en-1-one"
14991,709104,5471160,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C=CC2=CC=NN2,Other,"2-Propenone,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-3-(1H-pyrazol-3-yl)-"
14992,709109,398888,CC(C)(C)C1=CC(=C2C=CC3=CC=CC=C3O2)C=C(C1=O)C(C)(C)C,Other,"2,6-DI-Tert-butyl-4-chromen-2-ylidene-cyclohexa-2,5-dienone"
14993,709112,5471164,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C(=O)OC,Other,"(E)-3-(4-Hydroxy-3,5-di-tert-butylphenyl)-2-cyanoacrylic acid methyl ester"
14994,709115,398894,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C2NCCO2,Other,"2,6-Ditert-butyl-4-(1,3-oxazolidin-2-yl)phenol"
14995,709117,5471168,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C2C(=O)N(C(=S)N2)CC=C,Other,"(5E)-5-[(3,5-ditert-butyl-4-hydroxyphenyl)methylidene]-3-prop-2-enyl-2-sulfanylideneimidazolidin-4-one"
14996,709125,5331104,COC1=C(C=C2C(=C1)C3=C(CC(=O)N2)C4=C(N3)C=CC(=C4)[N+](=O)[O-])OC,Other,"2,3-Dimethoxy-7,12-dihydro-9-nitroindolo[3,2-d][1]benzazepine-6(5H)-one"
14997,709136,9572239,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)C=NN=C(N)N)[N+](=O)[O-].Cl,Other,"2-[(E)-[6-(4-nitrophenyl)imidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"
14998,709137,9572241,C1CSC2=NC(=C(N21)C=NN=C(N)N)C3=CC=C(C=C3)[N+](=O)[O-].Cl,Other,"2-[(E)-[6-(4-nitrophenyl)-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"
14999,709138,9572243,C1=CC(=C(C=C1C2=C(N3C=CSC3=N2)C=NN=C(N)N)[N+](=O)[O-])Cl.Cl,Other,"2-[(E)-[6-(4-chloro-3-nitrophenyl)imidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride"
15000,709148,398914,C1C(C2=C(SC(=C2C1=O)Br)Br)N3C=CC=C3,Other,"1,3-Dibromo-6-pyrrol-1-yl-5,6-dihydrocyclopenta[c]thiophen-4-one"
15001,709152,398918,C1=C2C(=CS1)C(=O)C(=O)C2=O,Other,"Cyclopenta[c]thiophene-4,5,6-trione"
15002,709153,398919,C1(C(C(=O)C2=C(SC(=C21)Br)Br)O)O,Other,"(5R,6R)-1,3-dibromo-5,6-dihydroxy-5,6-dihydrocyclopenta[c]thiophen-4-one"
15003,709156,398922,C1C(C2=C(SC(=C2C1=O)Br)Br)Br,Other,"1,3,6-Tribromo-5,6-dihydrocyclopenta[c]thiophen-4-one"
15004,709157,398923,C1(C(C(=O)C2=C(SC(=C21)Br)Br)Cl)Cl,Other,"(5S,6R)-1,3-dibromo-5,6-dichloro-5,6-dihydrocyclopenta[c]thiophen-4-one"
15005,709159,398925,CC1=CP(=O)(CCC1Cl)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,Other,"4-chloro-5-methyl-1-[2,4,6-tri(propan-2-yl)phenyl]-3,4-dihydro-2H-1lambda5-phosphinine 1-oxide"
15006,709237,398933,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=C(C=CC(=C5)O)N=C4C3=C2)CC[Si](C)(C)C)O,DNA,10-Hydroxy-7-trimethylsilylethylcamptothecin
15007,709238,6376322,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,Other,"7-(4-(Dimethylamino)phenyl)-N-hydroxy-4,6-dimethyl-7-oxohepta-2,4-dienamide"
15008,709246,398934,CCOC1C2=C(C=C3C=CC4=C(C3=C2C5=CC6=C(C=C5)OCO6)OCO4)C(=O)O1,Other,Jusmicranthin ethyl ether
15009,709250,398936,C1CN2CC3=CC4=C(C=C3C15C2CC(C6C5O6)O)OCO4,Other,Flexinine
15010,709251,157561,COC1CC2C3(CCN2CC4=CC5=C(C=C43)OCO5)C6C1O6,Other,Augustine
15011,709257,398939,C1=CC2=C(C=CN=C2C=C1Cl)NCCCN3C=CN=C3[N+](=O)[O-].Cl,Other,4-(3-(2-Nitro-1-imidazolyl)-propylamino)-7-chloroquinoline hydrochloride
15012,709311,398943,CCCC(=O)OC1C2C(C(CC2(C(=O)C(C3C1(C(C=CC3C(=C)C)OC(=O)C)COC(=O)C)(C)OC(=O)C)O)C)OC(=O)C,Other,Decipidone
15013,709314,398946,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OCC(=O)OCC3=CC=CC=C3)C,Other,"[Cyano-[3-(2-oxo-2-phenylmethoxyethoxy)phenyl]methyl] 2,2,3,3-tetramethylcyclopropane-1-carboxylate"
15014,709317,398949,CC1(CC2(C(C(C1C(=O)OC)C3=CC(=CC=C3)Cl)C(=O)OC)NCCS2)O,Other,"dimethyl (6R,7R,8R,9R)-7-(3-chlorophenyl)-9-hydroxy-9-methyl-1-thia-4-azaspiro[4.5]decane-6,8-dicarboxylate"
15015,709318,398950,C1CN(CCN1CCC2=CC3=C(C=C2)N=C(N3)CC4=CC=C(C=C4)Cl)C5=CC=CC=C5,Other,1-Phenyl-4-[2-[2-(4-chlorobenzyl)-1H-benzimidazol-5-yl]ethyl]piperazine
15016,709319,6712756,CN1CN(C(=S)SC1)C2=C3C=C(C=CC3=NC4=CC=CC=C42)Br,Other,"3-(2-Bromoacridin-9-yl)-5-methyl-1,3,5-thiadiazinane-2-thione"
15017,709322,398953,CC1C(C(C(C2=C1C=CC3=C2NC4=CC=CC=C34)C)C(=O)OC)C(=O)OC,Other,"dimethyl (1R,2R,3R,4R)-1,4-dimethyl-2,3,4,11-tetrahydro-1H-benzo[a]carbazole-2,3-dicarboxylate"
15018,709340,398956,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=CC(=C5C(=C4OC)NC(=N5)COC)OC,Other,"2'-(Methoxymethyl)-4',7'-dimethoxy-5-(4-methylpiperazino)-2,5'-bi(1H-benzimidazole)"
15019,709341,398957,CCOCC1=NC2=C(C=C(C(=C2N1)OC)C3=NC4=C(N3)C=C(C=C4)N5CCN(CC5)C)OC,Other,"2'-(Ethoxymethyl)-4',7'-dimethoxy-5-(4-methylpiperazino)-2,5'-bi(1H-benzimidazole)"
15020,709357,54611520,CC(=O)N1C(=O)N(C(=N1)C2=CC=CC=C2)N=CC3=CC=C(O3)[N+](=O)[O-],Other,"2-acetyl-4-[(E)-(5-nitrofuran-2-yl)methylideneamino]-5-phenyl-1,2,4-triazol-3-one"
15021,709358,398964,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCCCN(C)C)C)NC(=O)CCCOC3=C(C=C4C(=C3)N=CC5CCCN5C4=O)OC,Other,"1H-Pyrrole-2-carboxamide,3,5,11a-tetrahydro-7-methoxy-5-oxo-1H-pyrrolo[2,1-c][1,4]benzodiazepin-8-yl]oxy]butyl]amino]-1H-pyrrol-2-yl]carbonyl]amino]-, (11aS)-"
15022,709359,398965,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NC3=CN(C(=C3)C(=O)NCCCN(C)C)C)C)NC(=O)CCCOC4=C(C=C5C(=C4)N=CC6CCCN6C5=O)OC,Other,"4-[4-[[(6aS)-2-methoxy-11-oxo-6a,7,8,9-tetrahydropyrrolo[2,1-c][1,4]benzodiazepin-3-yl]oxy]butanoylamino]-N-[5-[[5-[3-(dimethylamino)propylcarbamoyl]-1-methylpyrrol-3-yl]carbamoyl]-1-methylpyrrol-3-yl]-1-methylpyrrole-2-carboxamide"
15023,709360,5471188,C1C2C=NC3=CC=CC=C3C(=O)N2CC1=CC(=O)NCCCNC(=O)C=C4CC5C=NC6=CC=CC=C6C(=O)N5C4,Other,"(2E)-2-[(6aS)-11-oxo-7,9-dihydro-6aH-pyrrolo[2,1-c][1,4]benzodiazepin-8-ylidene]-N-[3-[[(2E)-2-[(6aS)-11-oxo-7,9-dihydro-6aH-pyrrolo[2,1-c][1,4]benzodiazepin-8-ylidene]acetyl]amino]propyl]acetamide"
15024,709361,5471189,C1C2C=NC3=CC=CC=C3C(=O)N2CC1=CC(=O)NCCCCNC(=O)C=C4CC5C=NC6=CC=CC=C6C(=O)N5C4,Other,"(2E)-2-[(6aS)-11-oxo-7,9-dihydro-6aH-pyrrolo[2,1-c][1,4]benzodiazepin-8-ylidene]-N-[4-[[(2E)-2-[(6aS)-11-oxo-7,9-dihydro-6aH-pyrrolo[2,1-c][1,4]benzodiazepin-8-ylidene]acetyl]amino]butyl]acetamide"
15025,709362,5471190,C1C2C=NC3=CC=CC=C3C(=O)N2CC1=CC(=O)NCCCCCNC(=O)C=C4CC5C=NC6=CC=CC=C6C(=O)N5C4,Other,"(2E)-2-[(6aS)-11-oxo-7,9-dihydro-6aH-pyrrolo[2,1-c][1,4]benzodiazepin-8-ylidene]-N-[5-[[(2E)-2-[(6aS)-11-oxo-7,9-dihydro-6aH-pyrrolo[2,1-c][1,4]benzodiazepin-8-ylidene]acetyl]amino]pentyl]acetamide"
15026,709432,399011,CCNC1=NC(=C(S1)C(=O)C2=CC=C(C=C2)Cl)N,Other,"[4-Amino-2-(ethylamino)-1,3-thiazol-5-yl](4-chlorophenyl)methanone"
15027,709433,399012,C1=CC=C(C=C1)NC2=NC(=C(S2)C(=O)C3=CC=CS3)N,Other,(4-Amino-2-(phenylamino)thiazol-5-yl)(thiophene-2-yl)methanone
15028,709435,399014,C1=CC=C(C=C1)NC2=NC(=C(S2)C(=O)C3=CC4=CC=CC=C4OC3=O)N,Other,"3-(4-Amino-2-anilino-1,3-thiazole-5-carbonyl)chromen-2-one"
15029,709437,399016,COC1=CC=C(C=C1)NC2=NC(=C(S2)C(=O)C3=CC=CS3)N,Other,"[4-Amino-2-(4-methoxyanilino)-1,3-thiazol-5-yl]-thiophen-2-ylmethanone"
15030,709438,399017,COC1=CC=C(C=C1)NC2=NC(=C(S2)C(=O)C3=CC=CO3)N,Other,"[4-Amino-2-(4-methoxyanilino)-1,3-thiazol-5-yl]-(furan-2-yl)methanone"
15031,709439,399018,COC1=CC=C(C=C1)NC2=NC(=C(S2)C(=O)C3=CNC4=CC=CC=C43)N,Other,"4-Thiazolamine, 5-[(1H-indol-3-yl)carbonyl]-2-[(4-methoxyphenyl)amino]-"
15032,709440,399019,C1=CSC(=C1)C(=O)C2=C(N=C(S2)NC3=CC=C(C=C3)Cl)N,Other,"[4-Amino-2-(4-chloroanilino)-1,3-thiazol-5-yl]-thiophen-2-ylmethanone"
15033,709447,399031,C1=CN=CC=C1C2=CC=[N+](C=C2)C3=NC(=C(C(=N3)Cl)Cl)N.[Cl-],Other,"5,6-Dichloro-2-(4-pyridin-4-ylpyridin-1-ium-1-yl)pyrimidin-4-amine;chloride"
15034,709475,5471213,C1=CC=C2C(=C1)N=C(N2CC(=O)C3=CC=C(C=C3)Cl)C(=O)C=CC4=CC=CO4,Other,(E)-1-[1-[2-(4-chlorophenyl)-2-oxo-ethyl]benzimidazol-2-yl]-3-(2-furyl)prop-2-en-1-one
15035,709477,5471215,C1=CC=C2C(=C1)N=C(N2CC(=O)C3=CC=C(C=C3)Cl)C(=O)C=CC4=CC=CS4,Other,(E)-1-[1-[2-(4-chlorophenyl)-2-oxo-ethyl]benzimidazol-2-yl]-3-(2-thienyl)prop-2-en-1-one
15036,709480,5471218,COC1=CC=C(C=C1)C2=CN3C4=CC=CC=C4N=C3C(=N2)C=CC5=CC=CS5,Other,"3-(4-methoxyphenyl)-1-[(E)-2-(2-thienyl)vinyl]pyrazino[1,2-a]benzimidazole"
15037,709481,5471219,C1=CC=C2C(=C1)N=C3N2C=C(N=C3C=CC4=CC=CS4)C5=CC=C(C=C5)Cl,Other,"3-(4-chlorophenyl)-1-[(E)-2-(2-thienyl)vinyl]pyrazino[1,2-a]benzimidazole"
15038,709482,399071,COC1=CC=C(C=C1)C2=CN3C4=CC=CC=C4N=C3C(=C)N2C5=CC=C(C=C5)OCCN6CCOCC6,Other,"4-[2-[4-[3-(4-Methoxyphenyl)-1-methylene-pyrazino[1,2-a]benzimidazol-2-yl]phenoxy]ethyl]morpholine"
