,NSC,CID,SMILES,MECHANISM,DrugBank ID,Drug Name,SID,is_dti
0,1,11122,CC1=CC(=O)C=CC1=O,Other,,tolylquinone,-,False
1,17,219123,CCCCCCCCCCCCCCCC1=C(C=CC(=C1)O)N,Other,,4-AMINO-3-PENTADECYLPHENOL,219123,False
2,89,92844,CN(C)CCC(=O)C1=CC=CC=C1.Cl,Other,,(dimethylamino)propiophenone hydrochloride,-,False
3,185,6197,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,Other,,Cactinomycin,-,False
4,185,6197,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,Other,,Cactinomycin,-,False
5,758187,6197,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,Other,,cycloheximide (usan),-,False
6,758187,6197,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,Other,,cycloheximide (usan),-,False
7,295,4775,C1=CC=C(C=C1)CCCC(=O)O,Other,DB06819,2-Phenylbutyric Acid,4775,False
8,353,24180741,CCN(CC)CCCNC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl,Other,,CHLORO-9-[[3-(DIETHYLAMINO)PROPYL]AMINO]-2-METHOXYACRIDI...,24180741,False
9,384,54599265,CCCCCN(CCCCC)CCCNC1=C2CCCCC2=NC3=C1C=C(C=C3)Cl.OP(=O)(O)O,Other,,"7-CHLORO-9-[[3-(DIPENTYLAMINO)PROPYL]AMINO]-1,2,3,4-TETR...",54599265,False
10,596,219376,CC1=C(C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Br)[N+](=O)[O-],Other,,"3-BROMO-2,4,6-TRINITROTOLUENE",219376,False
11,629,11254,C1C(O1)C2CO2,Other,,Bioxiran,11254,False
12,721,690109,C1=CC=C2C(=C1)C(=C(N2)O)N=NC(=S)N,Other,,isatin thiosemicarbazone,690109,False
13,739,2154,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,Other,,AMINOPTERIN,-,False
14,739,2154,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,Other,,AMINOPTERIN,-,False
15,757427,2154,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,Other,,AMINOPTERIN,2154,False
16,757427,2154,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,Other,,AMINOPTERIN,2154,False
17,740,126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,DNA,DB00563,METHOTREXATE,126941,True
18,742,6331826,C(C(C(=O)O)N)OC(=O)C=[N+]=N,Other,,azaserin,460129,False
19,749,135403646,C12=NNN=C1N=C(NC2=O)N,Other,DB01667,8-Azaguanine,-,False
20,752,2723601,C1=NC2=C(N1)C(=S)N=C(N2)N,DNA,DB00352,6-THIOGUANINE,-,False
21,752,2723601,C1=NC2=C(N1)C(=S)N=C(N2)N,DNA,DB00352,6-THIOGUANINE,-,False
22,757348,2723601,C1=NC2=C(N1)C(=S)N=C(N2)N,DNA,DB00352,6-Thioguanine,-,False
23,757348,2723601,C1=NC2=C(N1)C(=S)N=C(N2)N,DNA,DB00352,6-Thioguanine,-,False
24,755,667490,C1=NC2=C(N1)C(=S)N=CN2,DNA,DB01033,6-MERCAPTOPURINE,-,True
25,755,667490,C1=NC2=C(N1)C(=S)N=CN2,DNA,DB01033,6-MERCAPTOPURINE,-,True
26,759614,667490,C1=NC2=C(N1)C(=S)N=CN2,DNA,DB01033,6-Mercaptopurine,-,True
27,759614,667490,C1=NC2=C(N1)C(=S)N=CN2,DNA,DB01033,6-Mercaptopurine,-,True
28,757,6167,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB,DB08117,Colchicine,-,False
29,757,6167,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB,DB08117,Colchicine,-,False
30,756702,6167,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB,DB08117,COLCHICINE,-,False
31,756702,6167,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB,DB08117,COLCHICINE,-,False
32,762,5935,CN(CCCl)CCCl.Cl,DNA,,Nitrogen mustard,-,False
33,798,5354119,C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=N2,Other,,3-PHENYL-1-(2-PYRIDYL)-2-PROPEN-1-ONE,-,False
34,830,736782,C1=CN=CC=C1C=CC(=O)O,Other,,4-Pyridineacrylic acid,736782,False
35,885,219490,CN(C)C1=C(C=C(C=C1)C(=O)C2=CC(=C(C=C2)N(C)C)N)N,Other,,"3,3'-DIAMINO-4,4'-BIS(DIMETHYLAMINO)BENZOPHENONE",-,False
36,1010,219563,C1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=CC=C(C=C4)[N+](=O)[O-],Other,,7-[.ALPHA.-(P-NITROANILINO)BENZYL]-8-QUINOLINOL,219563,False
37,1011,219564,C1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=CC=C(C=C4)C(=O)O,Other,,P-[[.ALPHA.-(8-HYDROXY-7-QUINOLYL)BENZYL]AMINO]BENZOIC ACID,219564,False
38,1012,95307,C1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=CC=CC=C4C(=O)O,Other,,wln: t66 bnj iyr&mr bvq& jq,95307,False
39,1013,219565,C1=CC=C(C=C1)NC(C2=CC=C(C=C2)[N+](=O)[O-])C3=C(C4=C(C=CC=N4)C=C3)O,Other,,7-(.ALPHA.-ANILINO-P-NITROBENZYL)-8-QUINOLINOL,219565,False
40,1014,219566,CC1=CC(=NC=C1)NC(C2=CC=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O,Other,,7-[.ALPHA.-[(4-METHYL-2-PYRIDYL)AMINO]BENZYL]-8-QUINOLINOL,219566,False
41,1026,2901,C1CCC(C1)(C(=O)O)N,Other,DB04620,acpc,2901,False
42,1027,219573,CC(C)(C(=O)C(Br)Br)Br,Other,,"1,1,3-TRIBROMO-3-METHYL-2-BUTANONE",219573,False
43,1063,219600,COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCCCCN4CCCCC4,Other,,6-CHLORO-2-METHOXY-9-[(5-PIPERIDINOPENTYL)AMINO]ACRIDINE,219600,False
44,1199,219648,CC1(C2CCC1(C(C2)OCC(C)(C)N)C)C,Other,,"2-(ISOBORNYLOXY)-1,1-DIMETHYLETHYLAMINE",219648,False
45,1338,219690,CCCCCCCCCCNC(=O)CI,Other,,N-DECYL-2-IODOACETAMIDE,219690,False
46,1390,135401907,C1=NNC2=C1C(=O)NC=N2,DNA,DB00437,Allopurinol,-,True
47,1393,75420,C1=NNC2=NC=NC(=C21)N,Other,,Pyrazoloadenine,75420,False
48,1433,219760,CCCCNC1=C2C=NN(C2=NC=N1)C3=CC=CC=C3,Other,,"4-(BUTYLAMINO)-1-PHENYL-1H-PYRAZOLO[3,4-D]PYRIMIDINE",219760,False
49,1460,95318,C1=CC2=C(NN=C2C=C1)CC(C(=O)O)N,Other,,tryptazan,95318,False
50,1482,219796,CC1(C2CCC1(C(C2)OCC(C)(C)[N+](=O)[O-])C)C,Other,,2-(2-METHYL-2-NITROPROPOXY)BORNANE,-,False
51,1507,219799,C1=CC=C(C=C1)OC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Other,,"2-CHLORO-3-PHENOXY-1,4-NAPHTHOQUINONE",219799,False
52,1760,219939,C1=CC=C2C(=C1)C=CC3=C2C=C(C=C3)CCC(=O)NN,Other,,"3-PHENANTHRENEPROPIONIC ACID, HYDRAZIDE",219939,False
53,1771,5455,CN(C)C(=S)SSC(=S)N(C)C,Other,DB13245,Thiram,-,False
54,1771,5455,CN(C)C(=S)SSC(=S)N(C)C,Other,DB13245,Thiram,-,False
55,1771,5455,CN(C)C(=S)SSC(=S)N(C)C,Other,DB13245,Thiram,-,False
56,49512,5455,CN(C)C(=S)SSC(=S)N(C)C,Other,DB13245,Thiram,-,False
57,49512,5455,CN(C)C(=S)SSC(=S)N(C)C,Other,DB13245,Thiram,-,False
58,49512,5455,CN(C)C(=S)SSC(=S)N(C)C,Other,DB13245,Thiram,-,False
59,622696,5455,CN(C)C(=S)SSC(=S)N(C)C,Other,DB13245,"Thioperoxydicarbonic diamide, tetramethyl-",-,False
60,622696,5455,CN(C)C(=S)SSC(=S)N(C)C,Other,DB13245,"Thioperoxydicarbonic diamide, tetramethyl-",-,False
61,622696,5455,CN(C)C(=S)SSC(=S)N(C)C,Other,DB13245,"Thioperoxydicarbonic diamide, tetramethyl-",-,False
62,1797,7340,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Other,,o-Aminoazotoluene,-,False
63,1797,7340,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Other,,o-Aminoazotoluene,-,False
64,26821,7340,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Other,,o-Aminoazotoluene,-,False
65,26821,7340,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Other,,o-Aminoazotoluene,-,False
66,1895,15078,C1(=NC(=NN1)N)N,DNA,,GUANAZOLE,15078,True
67,1906,72508,C1CCNCC1.C1CCN(CC1)C(=S)S,Other,,pmp (van),-,False
68,1910,23615615,C[As](=O)(C)O.[Na+],Other,,Alkarsodyl,-,False
69,1945,5351603,C(C(C(C(C(C(=O)O)O)O)O)O)O.[Ba+2],Other,,"GLUCONIC ACID, BARIUM SALT",5351603,False
70,2012,24180869,CCCCCCCCCCCC[N+]1=CC=C(C=C1)CCCCCCCCC.[Cl-],Other,,1-DODECYL-4-NONYLPYRIDINIUM CHLORIDE,24180869,False
71,2013,5634,C=CCCCCCCCCC(=O)O,Other,DB11117,declid,-,False
72,2039,1923,C1=CC2=C(C(=C1)O)N=CC=C2,Other,DB11145,oxin,-,False
73,2039,1923,C1=CC2=C(C(=C1)O)N=CC=C2,Other,DB11145,oxin,-,False
74,285166,1923,C1=CC2=C(C(=C1)O)N=CC=C2,Other,DB11145,oxin,-,False
75,285166,1923,C1=CC2=C(C(=C1)O)N=CC=C2,Other,DB11145,oxin,-,False
76,2053,219999,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)C4=CC=CC=C4)(C5=CC=C(C=C5)C6=CC=CC=C6)O,Other,,TRIS(4-BIPHENYLYL)METHANOL,219999,False
77,2061,1549521,C1=COC(=C1)C=CC=O,Other,,3-(2-furyl)acrolein,-,False
78,2186,31316,CC1=CC(=C(C=C1C2(C3=CC=CC=C3C(=O)O2)C4=CC(=C(C=C4C)O)C(C)C)C(C)C)O,Other,,thymophthalein,31316,False
79,2384,1550330,C1CC(=CC2=CC=CC=C2)C(=O)C(=CC3=CC=CC=C3)C1,Other,,"2,6-dibenzylidenecyclohexanone",-,False
80,2384,1550330,C1CC(=CC2=CC=CC=C2)C(=O)C(=CC3=CC=CC=C3)C1,Other,,"2,6-dibenzylidenecyclohexanone",-,False
81,40618,1550330,C1CC(=CC2=CC=CC=C2)C(=O)C(=CC3=CC=CC=C3)C1,Other,,"2,6-dibenzylidenecyclohexanone",-,False
82,40618,1550330,C1CC(=CC2=CC=CC=C2)C(=O)C(=CC3=CC=CC=C3)C1,Other,,"2,6-dibenzylidenecyclohexanone",-,False
83,2604,12688,CCCC[Sn](CCCC)(Cl)Cl,Other,,D.b.t.c.,12688,False
84,2724,69497,CC1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2,Other,,phenyl p-tolyl sulfone,-,False
85,2755,6842,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.[Cl-],Other,DB13326,avlon,-,False
86,2755,6842,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.[Cl-],Other,DB13326,avlon,-,False
87,757387,6842,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.[Cl-],Other,DB13326,ACRIFLAVINIUM HYDROCHLORIDE,-,False
88,757387,6842,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.[Cl-],Other,DB13326,ACRIFLAVINIUM HYDROCHLORIDE,-,False
89,2785,135399288,COC1=C(C2=C(C(=C1)[N+](=O)[O-])N=CC=C2)O,Other,,QAICTYKDANKDKI-UHFFFAOYSA-N,135399288,False
90,2805,220284,CC1=CC(=C(C=C1O)C2=C(C=C(C(=C2)O)C)O)O,Other,,"2,2',5,5'-Tetrahydroxy-4,4'-dimethylbiphenyl",220284,False
91,2829,8369,CC1=C(C(=O)C=CO1)O,Other,,vetol,-,False
92,3039,24180949,C1=CC=C(C=C1)CC(=O)O.[Na+],Other,,SODIUM PHENYLACETATE,-,False
93,3053,44415057,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,DNA,,Actinomycin D,-,True
94,3055,5351454,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O.Cl,Other,,puromycin,-,False
95,3060,54611691,O[As]=O.[K+],Other,,Potassium arsenite,-,False
96,3061,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Other,DB00205,malacid,-,False
97,3061,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Other,DB00205,malacid,-,False
98,757306,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Other,DB00205,malacid,-,False
99,757306,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Other,DB00205,malacid,-,False
100,3062,29142,CCC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl,Other,,Etoprine,29142,False
101,3073,135444779,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,Other,,facid,-,False
102,3074,9048,CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C.Cl,Other,,Chlorazin,-,False
103,3077,16207143,CC1(N=C(N=C(N1C2=CC(=C(C=C2)Cl)Cl)N)N)C.Cl,Other,,D 54,-,False
104,3080,16236702,CC1(N=C(N=C(N1C2=CC(=CC=C2)Cl)N)N)C.Cl,Other,,d 69,-,False
105,3081,24180954,CCCCCCC1N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N.Cl,Other,,-,-,False
106,3082,24180955,CC1(N=C(N=C(N1C2=CC(=CC=C2)Br)N)N)C.Cl,Other,,x 49,-,False
107,3083,24180956,CCCCCCC1N=C(N=C(N1C2=CC(=CC=C2)Cl)N)N.Cl,Other,,"1-(3-Chlorophenyl)-2-hexyl-2H-1,3,5-triazine-4,6-diamine;hydrochloride",24180956,False
108,3088,2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,DNA,DB00291,Chlorambucil,-,False
109,3090,11057,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],Other,,badil,-,False
110,3090,11057,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],Other,,badil,-,False
111,757050,11057,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],Other,,badil,11057,False
112,757050,11057,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],Other,,badil,11057,False
113,3091,84671,CC[N+](C)(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-].[Br-],Other,,Methyl green,-,False
114,3094,23654,CN(C)N=NC1=CC=CC=C1,Other,,PDMT,23654,False
115,3262,94797,C1CN1C2=CC(=C(C=C2O)N3CC3)O,Other,,"2,5-Bis(ethylamino)hydroquinone",94797,False
116,3265,5377682,C1=CC=C2C(=C1)C=CC(=N2)C=CC3=CC=C(C=C3)Cl,Other,,-,-,False
117,3284,110653,C[N+]1(CCCC1C2=CN=CC=C2)CC[N+]3(CCCC3C4=CN=CC=C4)C,Other,,wln: t6nj c- bt5ktj a1 a2- at5ktj a1 b- ct6nj &q 2 &i 2,-,False
118,3298,5354204,CC(=CC1=CC(=C(C=C1)O)OC)[N+](=O)[O-],Other,,"Phenol, 2-methoxy-4-(2-nitropropenyl)-",-,False
119,3298,5354204,CC(=CC1=CC(=C(C=C1)O)OC)[N+](=O)[O-],Other,,"Phenol, 2-methoxy-4-(2-nitropropenyl)-",-,False
120,57759,5354204,CC(=CC1=CC(=C(C=C1)O)OC)[N+](=O)[O-],Other,,-,-,False
121,57759,5354204,CC(=CC1=CC(=C(C=C1)O)OC)[N+](=O)[O-],Other,,-,-,False
122,3424,24180972,CC(CCCN(CCCl)CCCl)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl,Other,,quinacrine mustard,-,False
123,3531,2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Other,DB04815,clioquinol,-,False
124,3531,2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Other,DB04815,clioquinol,-,False
125,759822,2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Other,DB04815,CLIOQUINOL,-,False
126,759822,2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Other,DB04815,CLIOQUINOL,-,False
127,3618,220625,C1CCC(CC1)NC2CCC(CC2)NC3=C4C=CC(=CC4=NC=C3)Cl,Other,,"4-N-(7-Chloroquinolin-4-yl)-1-N-cyclohexylcyclohexane-1,4-diamine",220625,False
128,3628,24185366,CCN(CC)C1=CC=C(C=C1)NC(C2=CC=CC=C2)C(=O)C3=CC=CC=C3.Cl,Other,,-,-,False
129,3799,6436750,C1=CC(=CC(=C1)[N+](=O)[O-])C=CC(=O)C=CC2=CC(=CC=C2)[N+](=O)[O-],Other,,AI3-08904,6436750,False
130,3808,11441,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Br,Other,,"2,4-dinitrobromobenzene",11441,False
131,3840,407288,C1=C(SC(=C1)[Hg]Cl)Cl,Other,,Chloro-(5-chlorothiophen-2-yl)mercury,407288,False
132,3847,220712,CCC(=O)C1=CC(=C(S1)Br)[N+](=O)[O-],Other,,1-(5-Bromo-4-nitrothiophen-2-yl)propan-1-one,220712,False
133,3852,19103,C1=CC2=C(C=CC(=C2N=C1)O)N=O,Other,,Hydron III,19103,False
134,3877,24181001,C1=CC=[N+](C=C1)C2C3=CC=CC=C3C(C4=CC=CC=C24)[N+]5=CC=CC=C5.[Br-],Other,,-,-,False
135,3905,70848,C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,Other,,tripyridyl,-,False
136,3905,70848,C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,Other,,tripyridyl,-,False
137,36755,70848,C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,Other,,".alpha.,.alpha.',.alpha.''-Tripyridyl",-,False
138,36755,70848,C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,Other,,".alpha.,.alpha.',.alpha.''-Tripyridyl",-,False
139,3907,142766,C1=CC=C(C(=C1)C(=O)O)O.C1=CC2=C(C(=C1)O)N=CC=C2,Other,,"Benzoic acid, 2-hydroxy-, compd. with 8-quinolinol (1:1)...",142766,False
140,3927,6870,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,Other,,thiolutin,6870,False
141,3941,5354235,CC(=CC1=CC(=C(C=C1)Cl)Cl)[N+](=O)[O-],Other,,-,-,False
142,3941,5354235,CC(=CC1=CC(=C(C=C1)Cl)Cl)[N+](=O)[O-],Other,,-,-,False
143,23863,5354235,CC(=CC1=CC(=C(C=C1)Cl)Cl)[N+](=O)[O-],Other,,-,-,False
144,23863,5354235,CC(=CC1=CC(=C(C=C1)Cl)Cl)[N+](=O)[O-],Other,,-,-,False
145,3970,1174,C1=CNC(=O)NC1=O,Other,DB03419,pyrod,-,False
146,4045,17170,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,Other,,auramin,-,False
147,4045,17170,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,Other,,auramin,-,False
148,93737,17170,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,Other,,auramin,-,False
149,93737,17170,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,Other,,auramin,-,False
150,4060,220774,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,Other,,urson,64945,False
151,4060,220774,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,Other,,urson,64945,False
152,167406,220774,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,Other,,urson,-,False
153,167406,220774,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,Other,,urson,-,False
154,4112,7329,C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,Other,,Fenticlor,-,False
155,4114,72675,C1COCCN1.C1COCCN1C(=S)S,Other,,Morpholine-N-dithiocarbamate,72675,False
156,4170,4055,CC1=CC(=O)C2=CC=CC=C2C1=O,Other,DB00170,kipca,-,False
157,4184,5282363,C1=CC(=CC=C1C=CC2=CC=C(C=C2)O)O,Other,,"p,p'-Dihydroxystilbene",5282363,False
158,4232,220828,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)NC3=CC=CC(=C3)C(=O)O,Other,,"3-[(2-Oxo-1,2-diphenylethyl)amino]benzoic acid",220828,False
159,4236,668053,CN(C)C1=CC=C(C=C1)C=CC2=CC=NC3=CC=CC=C23,Other,,4m2o,668053,False
160,4238,5713121,C[N+]1=C(C=CC2=CC=CC=C21)C=CC3=CC=C(C=C3)N(C)C.[I-],Other,,2m2m,-,False
161,4239,12605846,C[N+]1=CC=C(C2=CC=CC=C21)C=CC3=CC=C(C=C3)N(C)C.[I-],Other,,4m2m,-,False
162,4265,73350,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.Cl,Other,,Phenanthroline hydrochloride,-,False
163,4272,72791,CC1=CC2=C(C3=C1C=CC=N3)N=CC=C2,Other,,5-methylphenanthroline,72791,False
164,4280,65237,CC1=NC2=C(C=C1)C=CC3=C2N=C(C=C3)C,Other,,neocuproin,65237,False
165,4281,72792,CC1=C2C=CC3=C(C=CN=C3C2=NC=C1)C,Other,DB02586,"4,7-Dimethyl-o-phenanthroline",72792,False
166,4285,14161,C1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Other,,STK862428,14161,False
167,4290,24181037,CCCCCC1=CC=[N+](C=C1)CC(=O)C2=CC=C(C=C2)[N+](=O)[O-].[Br-],Other,,1-[2-(4-Nitrophenyl)-2-oxoethyl]-4-pentylpyridin-1-ium bromide,24181037,False
168,4291,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Other,,Masoprocol,-,False
169,4375,12947,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,Other,,Hydroxychloroquine Sulfate,-,False
170,4378,24181064,CCN(CC)CC(C1=CC(=NC2=C1C=CC(=C2)Cl)C3=CC=C(C=C3)Cl)O.Cl,Other,,1-[7-Chloro-2-(4-chlorophenyl)quinolin-4-yl]-2-(diethylamino)ethanol;hydrochloride,24181064,False
171,4432,6433371,CC1(C2=CC=CC=C2[N+](=C1C=CC3=CC=C(C=C3)N(C)CCCl)C)C.[Cl-],Other,,genacryl pink g,6433371,False
172,4434,135436499,CC1(C2=CC=CC=C2[N+](=C1C=CC3=C(N(C4=CC=CC=C43)C)C5=CC=CC=C5)C)C,Other,,nabor orange r,-,False
173,4483,23673459,C1=CC=[N+](C(=C1)S)[O-].[Na+],Other,,omadine sodium,-,False
174,4512,220946,C1=CC=C(C=C1)S(=O)(=O)CC(C#N)I,Other,,2-Iodo-3-(phenylsulfonyl)propanenitrile,220946,False
175,4518,220951,C1=CC(=C(C=C1C(=O)C2=CC(=C(C=C2)N)Br)Br)N,Other,,Bis(4-amino-3-bromophenyl)methanone,220951,False
176,4582,54603154,C1=CC(=C(C=C1Br)C=CC(=O)C=CC2=C(C=CC(=C2)Br)O)O,Other,,"(1Z,4E)-1,5-Bis(5-bromo-2-hydroxyphenyl)penta-1,4-dien-3-one",54603154,False
177,4623,221007,C1=CC=C(C=C1)C2=NC(=C(N2)C(=O)O)C(=O)O,Other,,"1H-Imidazole-4,5-dicarboxylic acid, 2-phenyl- (9CI)",221007,False
178,4644,221023,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,Other,,Betulin,-,False
179,4681,24181093,C1=CC(=CC=C1OCC(=O)O)OCC(=O)O.[Na+],Other,,2-[4-(Carboxymethoxy)phenoxy]acetic acid,24181093,False
180,4698,94837,CC1=CC(=C(C=C1SC#N)C(C)C)O,Other,,-,-,False
181,4722,221037,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC(=C3)CO)OCC(C(C(C=O)O)O)O,Other,,aloin,221037,False
182,4728,19909,C1=NN=C(S1)N,Other,,Aminothiadiazole,19909,False
183,4810,3802861,C1=CC=C2C(=C1)C(=C(N2)O)N=NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Other,,-,-,False
184,4844,24181101,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.F[P-](F)(F)(F)(F)F,Other,,"N-Benzyl-N,N-dimethylhexadecan-1-aminium hexafluorophosphate",24181101,False
185,4857,21192315,CCN(CC)C(=S)S.[Na+],Other,,dedc,-,False
186,4896,5004,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O,Other,DB08660,quinalizarin,-,False
187,4911,2861016,C1=NC(=S)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O,Other,,Thioinosine,-,False
188,4962,7253,CC1=C(C=CC(=C1)O)O,Other,,p-Toluhydroquinol,-,False
189,4972,16043,CC(C)(C)C1=C(C=CC(=C1)O)O,Other,DB07726,tbhq,16043,False
190,5006,221117,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.CC(=O)O,Other,,C.I. 42510 acetate,-,False
191,5011,12449,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3.OS(=O)(=O)[O-],Other,,Brilliant Green,-,False
