,NSC,CID,SMILES,MECHANISM,DrugBank ID,Drug Name,SID,is_dti
8027,651648,374172,CC1=CC=C(C=C1)C2C(C(=O)N2NC(=O)C3=CC=C(C=C3)N)Cl,Other,,4-Amino-N-(3-chloro-2-(4-methylphenyl)-4-oxo-1-azetidinyl)benzamide,374172,False
8028,651650,374174,COC1=C(C=C(C=C1)C2C(C(=O)N2NC(=O)C3=CC=C(C=C3)N)Cl)OC,Other,,"4-Amino-N-(3-chloro-2-(3,4-dimethoxyphenyl)-4-oxo-1-azetidinyl)benzamide",374174,False
8029,651651,374175,COC1=C(C(=CC(=C1)C2C(C(=O)N2NC(=O)C3=CC=C(C=C3)N)Cl)Br)O,Other,,4-Amino-N-(2-(3-bromo-4-hydroxy-5-methoxyphenyl)-3-chloro-4-oxo-1-azetidinyl)benzamide,374175,False
8030,651653,374177,C1=CC(=CC=C1C(=O)NN2C(C(C2=O)Cl)C3=C(C(=CC(=C3)Br)Br)O)N,Other,,"4-Amino-N-(3-chloro-2-(3,5-dibromo-2-hydroxyphenyl)-4-oxo-1-azetidinyl)benzamide",374177,False
8031,651654,374178,C1=CC=C(C(=C1)C2C(C(=O)N2NC(=O)C3=CC=C(C=C3)N)Cl)Cl,Other,,4-Amino-N-(3-chloro-2-(2-chlorophenyl)-4-oxo-1-azetidinyl)benzamide,374178,False
8032,651656,374180,CC(=O)NC1=CC=C(C=C1)C(=O)NN2C(C(C2=O)Cl)C3=CC=CC=C3O,Other,,4-(Acetylamino)-N-(3-chloro-2-(2-hydroxyphenyl)-4-oxo-1-azetidinyl)benzamide,374180,False
8033,651666,374190,CC(=O)NC1=CC=C(C=C1)C(=O)NN2C(C(C2=O)Cl)C3=C(C=CC(=C3)Br)O,Other,,4-(Acetylamino)-N-(2-(5-bromo-2-hydroxyphenyl)-3-chloro-4-oxo-1-azetidinyl)benzamide,374190,False
8034,651688,374202,CC(C)C1CC(OC(C1)O)C(C)C2CC(=O)C3C2(CCC4C3C(C(C5C4(CCC(C5O)O)C)O)O)C,Other,,Contignasterol,374202,False
8035,651694,374204,CC1(C2=NC3=CC=CC=C3N2CN(CO1)C4=CC=C(C=C4)Cl)C,Other,,"4-(4-Chlorophenyl)-1,1-dimethyl-4,5-dihydro-1H,3H-[1,3,5]oxadiazepino[5,6-a]benzimidazole",374204,False
8036,651703,374213,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C3=NN=C(O3)C4=CC=C(C=C4)Cl,Other,,"4-(5-(4-Chlorophenyl)-1,3,4-oxadiazol-2-yl)-1,5-dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",374213,False
8037,651704,9571390,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C=NNC(=O)C3=C(C(=CC(=C3)Br)Br)O,Other,,"salicylic acid, 3,5-dibromo-,(antipyrinylmethylene)hydra...",9571390,False
8038,651709,374219,C=CCCCCCCCCCP(=O)(C1=CC=CC=C1)C2=CC3=C(C=C2)OCCOCCOCCOCCO3,Other,,"17-[Phenyl(undec-10-enyl)phosphoryl]-2,5,8,11,14-pentaoxabicyclo[13.4.0]nonadeca-1(19),15,17-triene",374219,False
8039,651715,374225,C1=CC=C(C=C1)C2C3(O2)C4=CC=CC=C4C(=O)O3,Other,,YQDYZPHMROBRNT-UHFFFAOYSA-N,374225,False
8040,651726,11970002,CCC1(CC2CC(C3=C(CCCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.COS(=O)(=O)O,Other,,Homovinblastine methanesulfonate salt,11970002,False
8041,651727,11970004,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CN(CCC8=C6NC9=CC=CC=C89)CC1C7CCC1)C(=O)OC)OC)C.COS(=O)(=O)O,Other,,.alpha.-Cyclopentoblastine methanesulfonate salt,11970004,False
8042,651744,374245,C[N+](C)(CC1=CC=C(C=C1)NC(=O)CCCC(=O)ON2C(=O)CCC2=O)C3=CC=CC=C3.[Br-],Other,,ANTINEOPLASTIC-651744,374245,False
8043,651752,374251,CC1=CC=C(C=C1)N2C(=NC3=C2C(=O)C4=CC=CC=C4C3=O)C,Other,,EU-0070102,374251,False
8044,651756,374255,CCCC(C)N1C(=NC2=C1C(=O)C3=CC=CC=C3C2=O)C,Other,,"2-Methyl-1-(pentan-2-yl)-1H-naphtho[2,3-d]imidazole-4,9-dione",374255,False
8045,651760,374259,CCC(C)CN1C(=NC2=C1C(=O)C3=CC=CC=C3C2=O)C,Other,,"2-Methyl-1-(2-methylbutyl)-1H-naphtho[2,3-d]imidazole-4,9-dione",374259,False
8046,651765,374264,CC(=O)NC1=C(C(=O)C2=CC=CC=C2C1=O)NCC3=CC=C(C=C3)Cl,Other,,"N-[3-[(4-Chlorophenyl)methylamino]-1,4-dioxonaphthalen-2-yl]acetamide",374264,False
8047,651766,374265,CC(=O)NC1=C(C(=O)C2=CC=CC=C2C1=O)NCC3=CC=C(C=C3)OC,Other,,"N-[3-[(4-Methoxyphenyl)methylamino]-1,4-dioxonaphthalen-2-yl]acetamide",374265,False
8048,651768,374267,CCC(CC)NC1=C(C(=O)C2=CC=CC=C2C1=O)NC(=O)C,Other,,"N-[1,4-Dioxo-3-(pentan-3-ylamino)naphthalen-2-yl]acetamide",374267,False
8049,651769,374268,CC(C)CCNC1=C(C(=O)C2=CC=CC=C2C1=O)NC(=O)C,Other,,"N-[3-(3-Methylbutylamino)-1,4-dioxonaphthalen-2-yl]acetamide",374268,False
8050,651772,374271,CC1=NC2=C(N1CCN(C)C)C(=O)C3=CC=CC=C3C2=O,Other,,"1-[2-(Dimethylamino)ethyl]-2-methyl-1H-naphtho[2,3-d]imidazole-4,9-dione",374271,False
8051,651774,374273,CC1=NC2=C(N1CC3=CC=C(C=C3)Cl)C(=O)C4=CC=CC=C4C2=O,Other,,"1-(4-Chlorobenzyl)-2-methyl-1H-naphtho[2,3-d]imidazole-4,9-dione",374273,False
8052,651776,374275,CC1=NC2=C(N1CC3=CC=C(C=C3)F)C(=O)C4=CC=CC=C4C2=O,Other,,"1-(4-Fluorobenzyl)-2-methyl-1H-naphtho[2,3-d]imidazole-4,9-dione",374275,False
8053,651777,374276,CC1=CC=C(C=C1)CN2C(=NC3=C2C(=O)C4=CC=CC=C4C3=O)C,Other,,"2-Methyl-1-(4-methylbenzyl)-1H-naphtho[2,3-d]imidazole-4,9-dione",374276,False
8054,651780,374279,CC(C)CNC1=C(C(=O)C2=CC=CC=C2C1=O)NC(=O)C,Other,,"N-[3-(2-Methylpropylamino)-1,4-dioxonaphthalen-2-yl]acetamide",374279,False
8055,651781,374280,CC(=O)NC1=C(C(=O)C2=CC=CC=C2C1=O)NC(C)(C)C,Other,,"N-[3-(Tert-butylamino)-1,4-dioxonaphthalen-2-yl]acetamide",374280,False
8056,651782,9571783,C1=CC=C(C=C1)C(=O)N(C2=CC=CC=C2)N=C3C(=CC(=CCOC(=O)C4=CC=CC=C4)O3)OC(=O)C5=CC=CC=C5,Other,,ANTINEOPLASTIC-651782,-,False
8057,651807,374288,COC1=CC=C(C=C1)C23C4=C(CC2(CC5=C3C=CC(=C5)OC)C6=CC=C(C=C6)[N+](=O)[O-])C=C(C=C4)OC,Other,,"2,7-Dimethoxy-4b-(4-methoxyphenyl)-9a-(4-nitrophenyl)-9,10-dihydroindeno[1,2-a]indene",374288,False
8058,651809,374290,CC(=O)N(C1C(OC2C1OC3(O2)CCCC3)COC(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)OC(=O)C,Other,,"[Acetyl-[5-(trityloxymethyl)spiro[3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxole-2,1'-cyclopentane]-6-yl]amino] acetate",374290,False
8059,651815,374296,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N(CC3=CC=CC=C3)O,Other,,-,-,False
8060,651827,374298,CCCCCCCC(CC(=O)NC(CO)C(=O)NC(CC(C)C)CO)OC(=O)CC(CCCCCCC)OC(=O)CC(CCCCCCC)OC1C(C(C(C(O1)C)O)OC2C(C(C(C(O2)C)O)O)O)O,Other,,"[1-[1-[[3-Hydroxy-1-[(1-hydroxy-4-methylpentan-2-yl)amino]-1-oxopropan-2-yl]amino]-1-oxodecan-3-yl]oxy-1-oxodecan-3-yl] 3-[3,5-dihydroxy-6-methyl-4-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy",374298,False
8061,651829,374300,CN1C(=O)CN2C(C2(Cl)Cl)(C3=C1C=CC(=C3)Cl)C4=CC=CC=C4,Other,,"1,1,8-Trichloro-5-methyl-9b-phenyl-5,9b-dihydro-1H-azireno[1,2-d][1,4]benzodiazepin-4(3H)-one",374300,False
8062,651837,374308,CCN(CC)CC(=O)NC1=CC2=C(C=C1)C(=O)C3=C(C2=O)C=CC(=C3)NC(=O)CN(CC)CC.CC(=O)O,Other,,-,-,False
8063,651839,374310,CCN(CC)CCC(=O)NC1=CC2=C(C=C1)C(=O)C3=C(C2=O)C=CC(=C3)NC(=O)CCN(CC)CC.CC(=O)O,Other,,-,-,False
8064,651840,374312,CC(=O)O.C1CCN(C(C1)CCO)CCC(=O)NC2=CC3=C(C=C2)C(=O)C4=C(C3=O)C=CC(=C4)NC(=O)CCN5CCCCC5CCO,Other,,-,-,False
8065,651841,374314,CC(=O)O.C1CN(CCC1CCO)CCC(=O)NC2=CC3=C(C=C2)C(=O)C4=C(C3=O)C=CC(=C4)NC(=O)CCN5CCC(CC5)CCO,Other,,-,-,False
8066,651843,374318,C1=CC2=C(C=C1NC(=O)CCN(CCO)CCO)C(=O)C3=C(C2=O)C=C(C=C3)NC(=O)CCN(CCO)CCO,Other,,"2,6-Bis[3-[bis(2-hydroxyethyl)amino]propanoylamino]anthraquinone",374318,False
8067,651845,374321,CC(C(=O)NC(CCC(=O)OC)C(=O)N)NC(=O)COC1C(C(OC(C1O)OC(=O)CCNC2=C3C(=NC4=CC=CC=C42)C=CC=C3[N+](=O)[O-])OCC5=CC=CC=C5)NC(=O)C,Other,,Methyl 4-[2-[[2-[5-acetamido-3-hydroxy-2-[3-[(1-nitroacridin-9-yl)amino]propanoyloxy]-6-phenylmethoxyoxan-4-yl]oxyacetyl]amino]propanoylamino]-5-amino-5-oxopentanoate,374321,False
8068,651849,374325,CC(C(=O)NC(CCC(=O)OCCCNC1C2=CC=CC=C2NC3=C1C(=CC=C3)[N+](=O)[O-])C(=O)N)NC(=O)C(C)OC4C(C(OC(C4O)CO)OCC5=CC=CC=C5)NC(=O)C,Other,,antineoplastic-651849,374325,False
8069,651850,374326,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NCCN6CCCCC6,Other,,"(5S,8Ar)-9-(4-hydroxy-3,5-dimethoxyphenyl)-5-(2-piperidin-1-ylethylamino)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",374326,False
8070,651851,374327,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NCCN6CCCCC6.Cl,Other,,"(5S,8Ar)-9-(4-hydroxy-3,5-dimethoxyphenyl)-5-(2-piperidin-1-ylethylamino)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one;hydrochloride",374327,False
8071,651852,374328,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NC6=CC=C(C=C6)C(=O)O,Other,,"4-[[(5S,8Ar)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]benzoic acid",374328,False
8072,651853,54612576,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NC6=CC=C(C=C6)C(=O)O.[Na+],Other,,"Sodium;4-[[(5S,8aR)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]benzoic acid",54612576,False
8073,651854,374330,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NC6CCN(CC6)CC7=CC=CC=C7,Other,,"(5S,8Ar)-5-[(1-benzylpiperidin-4-yl)amino]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",374330,False
8074,651855,374331,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NC6CCN(CC6)CC7=CC=CC=C7.Cl,Other,,"(5S,8Ar)-5-[(1-benzylpiperidin-4-yl)amino]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one;hydrochloride",374331,False
8075,651856,374332,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NCCN6CCOCC6,Other,,"(5S,8Ar)-9-(4-hydroxy-3,5-dimethoxyphenyl)-5-(2-morpholin-4-ylethylamino)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",374332,False
8076,651857,374333,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NCCN6CCOCC6.Cl,Other,,"(5S,8Ar)-9-(4-hydroxy-3,5-dimethoxyphenyl)-5-(2-morpholin-4-ylethylamino)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one;hydrochloride",374333,False
8077,651858,374334,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NCCCN6CCCC6=O,Other,,"1-[3-[[(5S,8Ar)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-5-yl]amino]propyl]pyrrolidin-2-one",374334,False
8078,651860,374336,CN(C)CCNC1C2COC(=O)C2C(C3=CC4=C(C=C13)OCO4)C5=CC(=C(C(=C5)OC)O)OC,Other,,"(5S,8Ar)-5-[2-(dimethylamino)ethylamino]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",374336,False
8079,651861,374337,CN(C)CCNC1C2COC(=O)C2C(C3=CC4=C(C=C13)OCO4)C5=CC(=C(C(=C5)OC)O)OC.Cl,Other,,"(5S,8Ar)-5-[2-(dimethylamino)ethylamino]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one;hydrochloride",374337,False
8080,651922,374351,COC1=C(C2=CC=CC=C2C=C1)CN3CCOCCOCCN(CCOCCOCC3)CC4=C(C=CC5=CC=CC=C54)OC,Other,,"7,16-Bis((2-methoxy-1-naphthyl)methyl)-1,4,10,13-tetraoxa-7,16-diazacyclooctadecane",374351,False
8081,651923,374352,CCCN=CC1=C(C(=C(C2=C1C(=C(C(=C2)C)C3=C(C4=C(C=C3C)C(=C(C(=C4C=NCCC)O)O)C(C)C)O)O)C(C)C)O)O,Other,,"3-Methyl-5-propan-2-yl-8-(propyliminomethyl)-2-[1,6,7-trihydroxy-3-methyl-5-propan-2-yl-8-(propyliminomethyl)naphthalen-2-yl]naphthalene-1,6,7-triol",374352,False
8082,651925,374353,CCC1=C2C=C(C(=C(C2=C(C(=C1O)O)C(=O)C)O)C3=C(C4=C(C(=C(C(=C4C=C3C)CC)O)O)C(=O)C)O)C,Other,,Ethyl gossypol,374353,False
8083,651927,374355,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=NC(CC3=CC=CC=C3)C(=O)OC)C(=C1C4=C(C5=C(C=C4C)C(=C(C(=C5C=NC(CC6=CC=CC=C6)C(=O)OC)O)O)C(C)C)O)O,Other,,"Methyl 3-phenyl-2-[[2,3,8-trihydroxy-6-methyl-4-propan-2-yl-7-[1,6,7-trihydroxy-8-[(1-methoxy-1-oxo-3-phenylpropan-2-yl)iminomethyl]-3-methyl-5-propan-2-ylnaphthalen-2-yl]naphthalen-1-yl]methylideneam",374355,False
8084,652024,9571392,C1=CC=C(C=C1)C=NNC(=O)C2=C(N(C(=S)S2)C3=CC=CC=C3)N,Other,,"4-Amino-N'-benzylidene-3-phenyl-2-thioxo-2,3-dihydro-1,3-thiazole-5-carbohydrazide",9571392,False
8085,652025,9571393,COC1=CC=C(C=C1)C=NNC(=O)C2=C(N(C(=S)S2)C3=CC=CC=C3)N,Other,,"4-Amino-N'-(4-methoxybenzylidene)-3-phenyl-2-thioxo-2,3-dihydro-1,3-thiazole-5-carbohydrazide",9571393,False
8086,652026,9571394,C1=CC=C(C=C1)N2C(=C(SC2=S)C(=O)NN=CC3=CC=C(C=C3)Cl)N,Other,,"4-Amino-N'-(4-chlorobenzylidene)-3-phenyl-2-thioxo-2,3-dihydro-1,3-thiazole-5-carbohydrazide",9571394,False
8087,652028,135499326,CCOC(=O)C(=C1N(C(=N)C(=C(NN=CC2=CC=C(C=C2)OC)O)S1)C3=CC=CC=C3)C#N,Other,,-,-,False
8088,652031,9571399,COC1=CC=C(C=C1)C=NN2C=NC3=C(C2=O)SC(=S)N3C4=CC=CC=C4,Other,,"6-[(E)-(4-Methoxyphenyl)methyleneamino]-3-phenyl-2-thioxo-thiazolo[4,5-d]pyrimidin-7-one",9571399,False
8089,652033,135499327,CC1=CC=C(C=C1)N2C(=O)C(=C3N(C(=N)C(=C(N)O)S3)C4=CC=CC=C4)SC2=S,Other,,-,-,False
8090,652034,135499328,CCOC(=C1C(=N)N(C(=C2C(=O)N(C(=S)S2)C3=CC=C(C=C3)C)S1)C4=CC=CC=C4)O,Other,,-,-,False
8091,652035,135499329,CC1=CC=C(C=C1)N2C(=O)C(=C3N(C(=N)C(=C(N)O)S3)CC=C)SC2=S,Other,,-,-,False
8092,652047,5467405,COC1=CC=C(C=C1)C=C(C2=NC3=CC=CC=C3N2)C4=NC(=O)CS4,Other,,2-[(Z)-1-(1H-Benzimidazol-2-yl)-2-(4-methoxyphenyl)vinyl]thiazol-4-one,5467405,False
8093,652048,5467406,C1C(=O)N=C(S1)C(=CC2=CC=C(C=C2)Cl)C3=NC4=CC=CC=C4N3,Other,,2-[(Z)-1-(1H-Benzimidazol-2-yl)-2-(4-chlorophenyl)vinyl]thiazol-4-one,5467406,False
8094,652049,374383,CC1=CC=C(C=C1)N=NC(C2=NC3=CC=CC=C3N2)C4=NC(=O)CS4,Other,,"2-(1H-Benzimidazol-2-yl((4-methylphenyl)diazenyl)methyl)-1,3-thiazol-4(5H)-one",374383,False
8095,652050,374384,C1C(=O)N=C(S1)C(C2=NC3=CC=CC=C3N2)N=NC4=CC=C(C=C4)Cl,Other,,"2-(1H-Benzimidazol-2-yl((4-chlorophenyl)diazenyl)methyl)-1,3-thiazol-4(5H)-one",374384,False
8096,652051,6477375,COC1=CC=C(C=C1)C=C2C(=O)N3C(=C(C(C(=C3S2)C4=NC5=CC=CC=C5N4)C6=CC=C(C=C6)OC)C#N)N,Other,,"(2Z)-5-Amino-8-(1H-benzimidazol-2-yl)-7-(4-methoxyphenyl)-2-[(4-methoxyphenyl)methylidene]-3-oxo-7H-[1,3]thiazolo[3,2-a]pyridine-6-carbonitrile",6477375,False
8097,652052,6036038,C1=CC=C2C(=C1)NC(=N2)C3=C4N(C(=C(C3C5=CC=C(C=C5)Cl)C#N)N)C(=O)C(=CC6=CC=C(C=C6)Cl)S4,Other,,"(2Z)-5-Amino-8-(1H-benzimidazol-2-yl)-7-(4-chlorophenyl)-2-[(4-chlorophenyl)methylidene]-3-oxo-7H-[1,3]thiazolo[3,2-a]pyridine-6-carbonitrile",6036038,False
8098,652094,5467407,CC1=CC(=C(C(=C1CCC(=CCC2=C(C=CC(=C2)O)O)C)C)C=O)O,Other,,Panicein B3,5467407,False
8099,652095,5467408,CC1=C(C(=C(C(=C1C=O)O)O)C)CCC(=CCC2=C(C=CC(=C2)O)O)C,Other,,Panicein C,5467408,False
8100,652104,6712024,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,Other,,Mifepristone,6712024,False
8101,652110,374400,CC1(CN=CC(C(=O)NC(CN=CC(C(=O)N1)(C)OCC2=CC=CC=C2)(C)C)(C)OCC3=CC=CC=C3)C,Other,,"6,13-Bis(benzyloxy)-3,3,6,10,10,13-hexamethyl-1,4,8,11-tetraazacyclotetradeca-7,14-diene-5,12-dione",374400,False
8102,652112,374402,COC1=CC(=CC(=C1)C2=CC(=O)C3=CC4=C(C=C3N2)OCO4)OC,Other,,Neuro_000367,374402,False
8103,652113,374403,COC1=CC(=C(C=C1)C2=CC(=O)C3=CC4=C(C=C3N2)OCO4)OC,Other,,"6-(2,4-Dimethoxyphenyl)[1,3]dioxolo[4,5-g]quinolin-8(5h)-one",374403,False
8104,652114,374404,COC1=CC(=C(C=C1)OC)C2=CC(=O)C3=CC4=C(C=C3N2)OCO4,Other,,"6-(2,5-Dimethoxyphenyl)[1,3]dioxolo[4,5-g]quinolin-8(5h)-one",374404,False
8105,652115,374405,C1OC2=C(O1)C=C(C=C2)C3=CC(=O)C4=CC5=C(C=C4N3)OCO5,Other,,"6-(1,3-Benzodioxol-5-yl)[1,3]dioxolo[4,5-g]quinolin-8(5h)-one",374405,False
8106,652124,374414,CC(C1CCC2C1(CCC3C2CCC4C3(CCC5(C4)C6=CC=CC=C6C(=O)N5C)C)C)N(C)C,Other,,Spiropachysine,-,False
8107,652128,374417,CC(C)OP(=O)(C1=NN(C(=N1)C2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-])OC(C)C,Other,,"3-Diisopropoxyphosphoryl-1-(4-nitrophenyl)-5-phenyl-1,2,4-triazole",374417,False
8108,652137,9555908,CC(C)OP(=O)(C(=NNC1=CC=C(C=C1)[N+](=O)[O-])Cl)OC(C)C,Other,,(1Z)-1-Diisopropoxyphosphoryl-N-(4-nitrophenyl)methanehydrazonoyl chloride,9555908,False
8109,652139,9555597,CN(C)P(=O)(C(=NNC1=CC=C(C=C1)[N+](=O)[O-])N)N(C)C,Other,,1-[Bis(dimethylamino)phosphoryl]-N-(4-nitroanilino)formamidine,9555597,False
8110,652143,5465534,CC(C)OP(=O)(C(=NN)NNC1=CC=C(C=C1)[N+](=O)[O-])OC(C)C,Other,,-,-,False
8111,652146,3786165,CC(C)OP(=O)(C(=NCCO)NNC1=CC=C(C=C1)[N+](=O)[O-])OC(C)C,Other,,1-Diisopropoxyphosphoryl-N-(2-hydroxyethyl)-N'-(4-nitroanilino)formamidine,3786165,False
8112,652149,3303944,CC(C)OP(=O)(C(=NCCN=C(NNC1=CC=C(C=C1)[N+](=O)[O-])P(=O)(OC(C)C)OC(C)C)NNC2=CC=C(C=C2)[N+](=O)[O-])OC(C)C,Other,,1-Di(propan-2-yloxy)phosphoryl-N'-[2-[[di(propan-2-yloxy)phosphoryl-[2-(4-nitrophenyl)hydrazinyl]methylidene]amino]ethyl]-N-(4-nitroanilino)methanimidamide,3303944,False
8113,652151,3838849,CC(C)OP(=O)(C(=NC1=CC=C(C=C1)N=C(NNC2=CC=C(C=C2)[N+](=O)[O-])P(=O)(OC(C)C)OC(C)C)NNC3=CC=C(C=C3)[N+](=O)[O-])OC(C)C,Other,,1-Di(propan-2-yloxy)phosphoryl-N'-[4-[[di(propan-2-yloxy)phosphoryl-[2-(4-nitrophenyl)hydrazinyl]methylidene]amino]phenyl]-N-(4-nitroanilino)methanimidamide,3838849,False
8114,652168,374457,COC1=CC2=CC3=C4C(=CC(=C(C4=C2C=C1OC)OC)OC)CCN3.Cl,Other,,"4,5,15,16-Tetramethoxy-10-azatetracyclo[7.7.1.02,7.013,17]heptadeca-1,3,5,7,9(17),13,15-heptaene;hydrochloride",374457,False
8115,652173,135499334,CC1=NN(C(=O)C1=CC2=CC=CC=C2O)C(=O)C3=CC=CC=C3O,Other,,(4E)-2-(2-Hydroxybenzoyl)-4-[(2-hydroxyphenyl)methylene]-5-methyl-pyrazol-3-one,135499334,False
8116,652174,5351408,CC1=NN(C(=O)C1=CC2=CC=C(C=C2)OC)C(=O)C3=CC=CC=C3O,Other,,1-(2-Hydroxybenzoyl)-3-methyl-4-(4-methoxybenzylidene)-1H-pyrazole-5(4H)-one,5351408,False
8117,652175,5467414,CC1=NN(C(=O)C1=CC2=CC=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3O,Other,,"2-Pyrazolin-5-one, 1-[(2-hydroxyphenyl)carbonyl]- 3-meth...",5467414,False
8118,652176,5467415,CC1=NN(C(=O)C1=CC2=CC(=CC=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3O,Other,,(4E)-2-(2-Hydroxybenzoyl)-5-methyl-4-[(3-nitrophenyl)methylene]pyrazol-3-one,5467415,False
8119,652177,135499335,CC1=NN(C(=O)C1=CC2=CC=C(C=C2)O)C(=O)C3=CC=CC=C3O,Other,,1-(2-Hydroxybenzoyl)-3-methyl-4-(4-hydroxybenzylidene)-2-pyrazoline-5-one,135499335,False
8120,652178,5467417,CC1=NN(C(=O)C1=CC2=CC(=CC=C2)O)C(=O)C3=CC=CC=C3O,Other,,(4E)-2-(2-Hydroxybenzoyl)-4-[(3-hydroxyphenyl)methylene]-5-methyl-pyrazol-3-one,5467417,False
8121,652179,135499336,CC1=NN(C(=O)C1=CC2=CC(=C(C=C2)O)OC)C(=O)C3=CC=CC=C3O,Other,,(4E)-2-(2-Hydroxybenzoyl)-4-[(4-hydroxy-3-methoxy-phenyl)methylene]-5-methyl-pyrazol-3-one,135499336,False
8122,652180,5467419,CC1=NN(C(=O)C1=CC2=CC(=C(C=C2)OC)OC)C(=O)C3=CC=CC=C3O,Other,,"1-[(2-Hydroxyphenyl)carbonyl]-4-[(3,4-dimethoxyphenyl)methylene]-3-methyl-2-pyrazolin-5-one",5467419,False
8123,652181,5467420,CC1=NN(C(=O)C1=CC2=CC=CO2)C(=O)C3=CC=CC=C3O,Other,,-,-,False
8124,652182,5467421,CC1=NN(C(=O)C1=CC2=CC(=C(C(=C2)OC)OC)OC)C(=O)C3=CC=CC=C3O,Other,,"(4E)-2-(2-Hydroxybenzoyl)-5-methyl-4-[(3,4,5-trimethoxyphenyl)methylene]pyrazol-3-one",5467421,False
8125,652183,5465537,CC1=C(C(=O)N(N1)C(=O)C2=CC=CC=C2O)C=C3C(=O)C=CC4=CC=CC=C43,Other,,"3H-Pyrazol-3-one, 2,4-dihydro-4-[(2-hydroxy- 1-naphthale...",5465537,False
8126,652195,5467430,CC1=NN(C(=O)C1=CC2=CC=C(C=C2)[N+](=O)[O-])C(=O)CC3=CC=CC=C3,Other,,(4Z)-5-Methyl-4-[(4-nitrophenyl)methylene]-2-(2-phenylacetyl)pyrazol-3-one,5467430,False
8127,652197,135499341,CC1=NN(C(=O)C1=CC2=CC(=C(C=C2)O)OC)C(=O)CC3=CC=CC=C3,Other,,(4Z)-4-[(4-Hydroxy-3-methoxy-phenyl)methylene]-5-methyl-2-(2-phenylacetyl)pyrazol-3-one,135499341,False
